下料批次号,零件号,数量,外轮廓,允许旋转角度,面料号
L0004,s000126,1,"[[84000.0, 3000.0], [84023.1, 2998.0], [84031.7, 2997.3], [84040.8, 2996.7], [84049.5, 2996.2], [84059.7, 2995.6], [84069.6, 2995.1], [84089.4, 2994.7], [84108.4, 2994.1], [84166.4, 2993.5], [84124.8, 2973.0], [84118.1, 2969.5], [84111.3, 2965.7], [84104.5, 2961.8], [84097.8, 2957.7], [84091.2, 2953.7], [84084.9, 2949.5], [84078.3, 2945.2], [84074.4, 2942.5], [84070.1, 2939.4], [84062.3, 2933.5], [84057.8, 2930.0], [84053.4, 2926.4], [84049.5, 2923.2], [84034.5, 2910.7], [84000.0, 3000.0]]","0, 180",M0004
L0004,s000127,1,"[[86000.0, 1000.0], [86707.5, 1000.0], [86707.5, 1065.0], [86000.0, 1065.0], [86000.0, 1000.0]]","0, 180",M0004
L0004,s000128,1,"[[86000.0, 2000.0], [85999.2, 2004.6], [85998.3, 2010.2], [85997.4, 2016.0], [85996.4, 2022.0], [85994.5, 2034.3], [85992.4, 2047.0], [85990.4, 2059.8], [85988.3, 2072.5], [85986.3, 2085.1], [85984.9, 2094.2], [85983.5, 2103.1], [85980.9, 2120.8], [85979.5, 2131.1], [85978.4, 2141.4], [85977.9, 2148.8], [85977.5, 2156.1], [85976.9, 2162.9], [85976.1, 2169.6], [85974.3, 2183.1], [85973.0, 2194.4], [85971.8, 2205.8], [85969.7, 2228.6], [85967.5, 2255.0], [85966.4, 2268.0], [85965.3, 2280.7], [85960.6, 2281.1], [85956.3, 2281.4], [85952.4, 2281.7], [85948.7, 2281.9], [85945.3, 2282.2], [85942.0, 2282.4], [85935.6, 2282.8], [85927.5, 2283.4], [85919.1, 2284.0], [85910.3, 2284.5], [85901.3, 2285.1], [85892.2, 2285.6], [85882.9, 2286.2], [85873.7, 2286.6], [85864.5, 2287.0], [85854.2, 2287.5], [85843.9, 2287.8], [85823.6, 2288.7], [85815.9, 2289.2], [85808.2, 2289.8], [85796.9, 2291.0], [85790.6, 2291.7], [85789.4, 2291.9], [85784.4, 2292.7], [85780.6, 2293.5], [85776.9, 2294.5], [85769.5, 2296.6], [85764.3, 2298.2], [85761.8, 2299.2], [85759.3, 2300.4], [85757.3, 2301.5], [85755.3, 2302.9], [85751.5, 2305.8], [85747.2, 2309.7], [85743.3, 2314.0], [85740.7, 2317.5], [85738.2, 2321.1], [85735.2, 2326.1], [85732.5, 2331.3], [85729.8, 2337.8], [85727.5, 2344.1], [85716.1, 2341.2], [85704.9, 2338.3], [85682.9, 2332.8], [85661.2, 2327.4], [85639.6, 2322.1], [85614.0, 2316.3], [85588.1, 2310.7], [85562.0, 2305.5], [85535.9, 2300.7], [85520.1, 2298.0], [85504.3, 2295.5], [85472.7, 2290.9], [85447.2, 2287.3], [85421.5, 2284.0], [85395.9, 2281.0], [85370.2, 2278.5], [85345.3, 2276.5], [85320.3, 2274.8], [85284.0, 2272.9], [85248.5, 2271.2], [85221.0, 2270.3], [85193.5, 2269.5], [85166.0, 2269.0], [85138.5, 2268.6], [85075.7, 2267.9], [85013.1, 2267.2], [84965.6, 2266.7], [84941.8, 2266.5], [84917.6, 2266.3], [84894.6, 2266.2], [84871.6, 2266.1], [84860.3, 2266.0], [84809.7, 2266.0], [84803.6, 2266.1], [84776.3, 2266.1], [84776.3, 2031.7], [84780.1, 2031.7], [84783.7, 2031.8], [84790.6, 2031.8], [84797.0, 2031.9], [84814.5, 2031.9], [84825.5, 2032.0], [84853.0, 2032.0], [84867.4, 2031.9], [84882.1, 2031.9], [84897.1, 2031.8], [84912.1, 2031.7], [84942.3, 2031.6], [84961.7, 2031.5], [84980.8, 2031.4], [84999.8, 2031.4], [85018.6, 2031.3], [85056.1, 2031.1], [85093.5, 2030.7], [85132.8, 2030.2], [85172.3, 2029.3], [85211.8, 2028.1], [85251.3, 2026.4], [85294.7, 2024.0], [85336.3, 2021.5], [85370.7, 2019.2], [85405.9, 2016.6], [85423.5, 2015.1], [85441.1, 2013.5], [85463.2, 2011.3], [85485.3, 2008.8], [85512.6, 2005.7], [85539.8, 2002.1], [85562.3, 1998.7], [85584.7, 1995.0], [85607.7, 1990.9], [85630.7, 1986.6], [85653.9, 1982.1], [85677.1, 1977.5], [85707.2, 1971.3], [85718.6, 1969.0], [85730.0, 1966.9], [85741.5, 1965.1], [85753.0, 1963.6], [85768.6, 1962.0], [85784.1, 1960.5], [85799.4, 1959.0], [85807.0, 1958.4], [85814.4, 1957.7], [85814.3, 1958.8], [85814.2, 1959.6], [86001.8, 1989.0], [86001.0, 1993.9], [86000.1, 1999.1], [86000.0, 2000.0]]","0, 180",M0004
L0004,s000129,1,"[[86000.0, 3000.0], [86300.0, 3000.0], [86300.0, 3040.0], [86000.0, 3040.0], [86000.0, 3000.0]]","0, 180",M0004
L0004,s000130,1,"[[88000.0, 1000.0], [88001.2, 1003.6], [88002.0, 1005.3], [88002.9, 1007.0], [88004.0, 1008.4], [88005.2, 1009.8], [88007.9, 1012.3], [88010.6, 1014.3], [88013.6, 1015.8], [88016.8, 1017.1], [88020.1, 1018.1], [88027.8, 1020.2], [88035.5, 1022.1], [88043.1, 1023.9], [88046.8, 1024.7], [88050.3, 1025.6], [88053.8, 1026.4], [88057.4, 1027.2], [88061.3, 1028.2], [88063.4, 1028.7], [88065.7, 1029.2], [88062.0, 1037.0], [88058.1, 1045.1], [88054.2, 1053.5], [88053.2, 1055.5], [88050.3, 1061.8], [88044.7, 1074.3], [88039.2, 1086.7], [88033.1, 1101.1], [88026.8, 1115.4], [88015.5, 1140.9], [88009.0, 1154.9], [88002.4, 1169.0], [87998.7, 1176.4], [87996.8, 1180.4], [87993.9, 1186.0], [87991.1, 1191.4], [87987.0, 1198.8], [87984.8, 1202.6], [87982.4, 1206.7], [87980.6, 1205.6], [87979.0, 1204.7], [87977.7, 1204.0], [87976.6, 1203.4], [87975.7, 1202.8], [87974.8, 1202.3], [87973.3, 1201.5], [87970.2, 1199.7], [87966.6, 1197.7], [87962.6, 1195.5], [87958.3, 1193.1], [87953.8, 1190.7], [87949.1, 1188.2], [87944.5, 1185.8], [87939.8, 1183.5], [87933.5, 1180.5], [87927.3, 1177.7], [87915.2, 1172.5], [87899.7, 1166.0], [87891.8, 1162.8], [87883.8, 1159.9], [87872.3, 1156.1], [87860.7, 1152.8], [87860.1, 1152.6], [87850.4, 1150.2], [87840.1, 1147.8], [87830.3, 1145.8], [87825.4, 1144.9], [87820.5, 1144.2], [87812.9, 1143.5], [87805.3, 1143.3], [87796.6, 1143.4], [87788.0, 1144.0], [87781.4, 1144.9], [87774.8, 1146.3], [87772.0, 1147.0], [87769.2, 1147.9], [87766.5, 1149.0], [87763.7, 1150.1], [87761.1, 1151.2], [87758.7, 1152.6], [87757.3, 1153.7], [87755.9, 1154.9], [87753.3, 1157.4], [87750.9, 1160.0], [87748.9, 1162.6], [87747.2, 1165.4], [87745.4, 1168.9], [87743.9, 1172.6], [87742.4, 1176.9], [87741.1, 1181.3], [87735.6, 1180.0], [87730.5, 1178.9], [87725.6, 1177.8], [87720.7, 1176.9], [87713.2, 1175.5], [87705.5, 1174.2], [87689.9, 1172.0], [87674.9, 1170.1], [87660.1, 1168.4], [87645.4, 1167.1], [87630.7, 1166.1], [87618.0, 1165.5], [87611.6, 1165.4], [87605.3, 1165.4], [87594.7, 1165.7], [87584.0, 1166.4], [87569.7, 1167.5], [87559.5, 1168.5], [87549.2, 1169.6], [87530.1, 1171.7], [87520.7, 1172.8], [87511.3, 1173.9], [87503.8, 1174.7], [87496.3, 1175.6], [87488.6, 1176.5], [87480.6, 1177.4], [87469.7, 1175.1], [87460.4, 1175.7], [87450.6, 1176.4], [87440.4, 1177.0], [87430.0, 1177.6], [87419.3, 1178.2], [87408.6, 1178.8], [87397.8, 1179.3], [87387.1, 1179.8], [87374.7, 1180.2], [87362.5, 1180.6], [87338.2, 1181.2], [87314.7, 1181.8], [87291.2, 1182.2], [87259.2, 1182.2], [87243.1, 1182.1], [87239.6, 1182.1], [87226.8, 1182.2], [87214.6, 1182.3], [87208.6, 1182.4], [87202.7, 1182.5], [87197.4, 1182.6], [87192.2, 1182.7], [87187.0, 1182.9], [87181.7, 1183.0], [87176.2, 1183.2], [87170.4, 1183.4], [87164.1, 1183.7], [87160.8, 1183.8], [87157.3, 1183.9], [87142.0, 974.4], [87170.1, 973.7], [87170.2, 972.4], [87170.3, 971.1], [87170.5, 968.9], [87171.4, 964.4], [87172.5, 959.7], [87174.2, 953.5], [87175.2, 950.5], [87176.3, 947.5], [87178.3, 943.1], [87180.6, 938.8], [87183.3, 934.6], [87184.8, 932.7], [87186.4, 930.8], [87189.3, 928.3], [87192.4, 926.0], [87197.3, 922.5], [87202.2, 919.3], [87206.0, 917.1], [87209.8, 915.2], [87213.7, 913.5], [87217.7, 911.8], [87228.2, 907.9], [87238.8, 904.3], [87251.7, 900.3], [87264.6, 896.6], [87283.2, 891.7], [87292.5, 889.4], [87301.9, 887.3], [87312.8, 885.1], [87323.7, 883.0], [87345.7, 879.3], [87365.3, 876.2], [87375.1, 874.9], [87384.9, 873.7], [87394.1, 872.8], [87403.3, 872.1], [87421.8, 871.0], [87464.9, 868.7], [87496.5, 867.3], [87512.4, 866.7], [87528.2, 866.2], [87544.3, 865.9], [87560.4, 865.8], [87592.5, 865.7], [87592.8, 861.2], [87603.3, 860.8], [87613.4, 860.4], [87623.4, 860.1], [87633.3, 859.9], [87645.4, 859.9], [87657.6, 860.0], [87669.9, 860.3], [87682.2, 860.9], [87697.4, 861.8], [87712.5, 862.9], [87727.5, 864.3], [87742.5, 865.9], [87764.1, 868.4], [87785.8, 871.3], [87807.6, 874.4], [87829.7, 877.8], [87850.8, 881.0], [87872.1, 884.4], [87893.4, 887.9], [87914.5, 891.4], [87924.9, 893.1], [87935.1, 894.8], [87945.2, 896.5], [87955.1, 898.1], [87964.8, 899.8], [87974.2, 901.3], [87983.3, 902.9], [87992.2, 904.4], [87993.0, 950.7], [87993.5, 955.1], [87994.1, 959.8], [87994.7, 964.8], [87995.4, 970.1], [87996.1, 975.6], [87996.9, 981.1], [87998.5, 992.1], [87999.1, 996.1], [88000.0, 1000.0]]","0, 180",M0004
L0004,s000131,1,"[[88000.0, 2000.0], [88200.0, 2000.0], [88200.0, 2040.0], [88000.0, 2040.0], [88000.0, 2000.0]]","0, 180",M0004
L0004,s000132,1,"[[88000.0, 3000.0], [88000.0, 2960.0], [88300.0, 2960.0], [88300.0, 3000.0], [88000.0, 3000.0]]","0, 180",M0004
L0004,s000133,1,"[[90000.0, 1000.0], [90000.0, 1002.0], [90000.1, 1003.8], [90000.1, 1005.3], [90000.2, 1006.8], [90000.3, 1009.2], [90000.4, 1011.6], [90000.5, 1015.9], [90000.7, 1020.6], [90001.0, 1025.6], [90001.2, 1030.7], [90001.4, 1035.9], [90001.7, 1040.9], [90001.9, 1045.7], [90002.1, 1050.0], [89767.0, 1050.2], [89765.9, 1049.2], [89764.9, 1048.3], [89763.0, 1046.7], [89761.1, 1045.0], [89759.1, 1043.4], [89757.1, 1041.7], [89755.2, 1040.2], [89759.2, 1036.9], [89763.0, 1033.8], [89767.9, 1029.5], [89770.3, 1027.2], [89772.4, 1024.8], [89774.0, 1022.8], [89775.5, 1020.7], [89778.2, 1016.2], [89781.7, 1010.2], [89783.4, 1007.2], [89785.1, 1004.4], [89786.5, 1004.0], [89788.1, 1003.6], [89791.5, 1002.8], [89795.1, 1001.9], [89798.7, 1001.0], [89802.1, 1000.2], [89803.7, 999.8], [89805.1, 999.4], [89806.4, 999.1], [89807.4, 998.8], [89808.3, 998.6], [89809.1, 998.4], [89810.4, 998.1], [89810.5, 1000.1], [90000.0, 1000.0]]","0, 180",M0004
L0004,s000134,1,"[[90000.0, 2000.0], [90001.8, 2009.6], [90003.9, 2020.8], [90006.1, 2031.8], [90007.7, 2039.5], [90009.4, 2047.2], [90011.2, 2054.8], [90013.2, 2062.7], [90014.7, 2068.5], [90016.3, 2074.2], [90017.6, 2079.5], [90018.2, 2082.1], [90018.7, 2084.4], [90019.0, 2086.0], [90019.6, 2089.6], [90019.8, 2090.7], [90020.0, 2092.0], [90020.1, 2093.5], [90020.2, 2094.7], [90020.3, 2095.8], [90020.3, 2096.7], [90020.4, 2098.2], [90020.5, 2099.6], [90020.9, 2102.8], [90021.4, 2106.3], [90022.0, 2110.2], [90022.8, 2114.4], [90023.7, 2118.8], [90024.6, 2123.3], [90026.9, 2132.7], [90029.8, 2143.7], [90031.4, 2149.0], [90032.9, 2154.1], [90034.2, 2158.9], [90035.5, 2163.4], [90036.5, 2167.4], [90037.3, 2170.9], [90037.6, 2172.2], [90038.0, 2174.6], [90038.1, 2175.7], [90038.3, 2177.0], [90038.6, 2178.5], [90038.7, 2180.6], [90038.8, 2182.1], [90038.9, 2183.4], [90039.0, 2184.3], [90039.0, 2185.4], [90039.1, 2186.0], [90039.3, 2187.7], [90039.6, 2189.7], [90040.1, 2192.0], [90040.6, 2194.7], [90041.1, 2197.7], [90041.8, 2201.0], [90042.5, 2204.6], [90043.3, 2208.4], [90044.2, 2212.4], [90045.1, 2216.7], [90046.1, 2221.1], [90047.1, 2225.7], [90049.3, 2235.4], [90051.6, 2245.4], [90054.0, 2255.7], [90056.4, 2266.1], [90058.9, 2276.4], [90061.3, 2286.4], [90062.4, 2291.2], [90063.6, 2295.9], [90064.7, 2300.5], [90065.7, 2304.9], [90066.8, 2309.1], [90067.7, 2313.1], [90068.6, 2316.9], [90069.5, 2320.4], [90070.2, 2323.2], [90070.9, 2326.0], [90071.6, 2328.9], [90072.4, 2332.0], [90073.3, 2335.5], [90073.8, 2337.4], [90074.3, 2339.5], [90074.9, 2341.8], [90075.5, 2344.2], [90076.2, 2346.8], [90076.9, 2349.7], [90071.8, 2350.3], [90066.9, 2350.8], [90062.4, 2351.4], [90058.1, 2351.9], [90054.0, 2352.3], [90050.2, 2352.8], [90046.6, 2353.2], [90043.1, 2353.6], [90036.6, 2354.4], [90030.5, 2355.1], [90024.6, 2355.8], [90018.7, 2356.5], [90009.2, 2357.6], [89999.3, 2358.8], [89988.9, 2360.0], [89978.3, 2361.3], [89967.3, 2362.6], [89956.0, 2364.0], [89944.5, 2365.3], [89932.9, 2366.7], [89909.2, 2369.5], [89885.3, 2372.2], [89861.5, 2374.8], [89849.7, 2376.1], [89838.1, 2377.3], [89828.1, 2378.3], [89818.2, 2379.4], [89808.4, 2380.7], [89798.6, 2382.4], [89797.3, 2382.6], [89795.6, 2382.9], [89793.6, 2383.3], [89791.3, 2383.8], [89788.8, 2384.3], [89786.2, 2384.9], [89781.1, 2386.0], [89776.4, 2387.2], [89772.1, 2388.3], [89767.9, 2389.6], [89763.9, 2391.0], [89760.1, 2392.5], [89756.2, 2394.3], [89752.4, 2396.2], [89748.6, 2398.2], [89744.7, 2400.7], [89740.9, 2403.4], [89736.3, 2406.9], [89732.0, 2410.8], [89727.7, 2415.4], [89725.8, 2417.8], [89724.0, 2420.4], [89722.2, 2423.3], [89720.6, 2426.3], [89719.2, 2429.3], [89718.0, 2432.5], [89717.1, 2435.4], [89716.4, 2438.4], [89715.3, 2444.5], [89714.6, 2450.7], [89714.1, 2456.9], [89713.3, 2471.7], [89713.0, 2478.9], [89712.9, 2486.0], [89712.9, 2491.9], [89713.0, 2497.8], [89713.1, 2504.0], [89713.1, 2514.9], [89713.0, 2519.3], [89712.9, 2523.6], [89712.8, 2527.8], [89712.6, 2531.7], [89712.5, 2535.1], [89712.4, 2536.7], [89712.4, 2538.0], [89712.3, 2539.2], [89712.3, 2540.3], [89703.8, 2549.1], [89697.0, 2544.5], [89690.4, 2540.0], [89677.3, 2531.3], [89661.5, 2521.0], [89645.6, 2510.7], [89629.2, 2500.2], [89612.6, 2490.1], [89599.3, 2482.4], [89585.7, 2475.1], [89572.9, 2468.6], [89560.0, 2462.5], [89549.3, 2457.8], [89538.4, 2453.5], [89526.9, 2449.5], [89515.2, 2445.9], [89491.2, 2438.9], [89476.0, 2434.7], [89460.7, 2431.0], [89446.0, 2427.9], [89431.2, 2425.1], [89416.7, 2422.3], [89402.2, 2419.7], [89387.5, 2417.5], [89372.8, 2415.7], [89356.1, 2414.0], [89339.4, 2412.6], [89322.7, 2411.4], [89305.9, 2410.4], [89237.0, 2406.1], [89216.6, 2405.0], [89196.2, 2404.0], [89174.7, 2403.2], [89153.3, 2402.7], [89110.3, 2401.9], [89062.9, 2400.8], [89015.6, 2399.7], [88971.1, 2398.9], [88948.8, 2398.6], [88926.3, 2398.3], [88902.2, 2398.0], [88878.2, 2397.7], [88866.3, 2397.6], [88854.5, 2397.4], [88842.9, 2397.3], [88831.5, 2397.1], [88819.2, 2397.0], [88806.7, 2396.8], [88800.3, 2396.7], [88793.6, 2396.7], [88786.7, 2396.6], [88779.5, 2396.5], [88779.5, 2238.8], [88779.4, 2224.4], [88779.4, 2135.7], [88792.5, 2135.5], [88805.2, 2135.3], [88817.8, 2135.2], [88830.4, 2135.1], [88847.7, 2135.0], [88865.2, 2135.0], [88882.7, 2134.9], [88900.2, 2134.7], [88928.0, 2134.0], [88955.6, 2133.2], [88980.4, 2132.7], [89005.2, 2132.3], [89034.9, 2131.7], [89064.6, 2130.9], [89106.8, 2129.6], [89149.1, 2128.4], [89177.0, 2127.7], [89190.9, 2127.2], [89204.8, 2126.6], [89219.5, 2125.8], [89234.3, 2124.9], [89263.7, 2123.0], [89290.1, 2121.4], [89316.4, 2119.8], [89330.8, 2118.9], [89345.1, 2117.9], [89359.4, 2116.7], [89373.7, 2115.2], [89388.1, 2113.4], [89402.5, 2111.5], [89417.2, 2109.3], [89431.9, 2107.0], [89449.9, 2103.8], [89467.8, 2100.4], [89510.2, 2092.0], [89530.3, 2087.9], [89540.4, 2085.7], [89550.4, 2083.4], [89560.2, 2080.9], [89570.0, 2078.4], [89589.4, 2072.9], [89608.6, 2067.4], [89627.8, 2061.8], [89643.0, 2057.1], [89658.1, 2052.2], [89674.0, 2046.7], [89689.9, 2041.2], [89706.2, 2035.5], [89714.5, 2032.7], [89722.7, 2030.1], [89733.1, 2027.2], [89743.4, 2024.4], [89757.8, 2020.6], [89772.3, 2017.0], [89787.6, 2013.5], [89803.0, 2010.4], [89813.8, 2008.4], [89824.6, 2006.7], [89846.4, 2003.4], [89860.6, 2001.4], [89874.7, 1999.5], [89889.0, 1997.7], [89903.3, 1996.1], [89916.3, 1994.9], [89929.3, 1993.9], [89942.2, 1992.9], [89955.0, 1991.9], [89965.5, 1991.0], [89976.0, 1990.2], [89986.8, 1989.2], [89997.9, 1988.3], [89998.8, 1993.4], [89999.8, 1998.7], [90000.0, 2000.0]]","0, 180",M0004
L0004,s000135,1,"[[90000.0, 3000.0], [90000.0, 3090.0], [89805.0, 3090.0], [89805.0, 3000.0], [90000.0, 3000.0]]","0, 180",M0004
L0004,s000136,1,"[[92000.0, 1000.0], [91980.0, 1000.0], [91970.1, 973.5], [91970.1, 953.5], [91970.9, 952.6], [91971.7, 951.6], [91973.4, 949.4], [91975.3, 947.0], [91977.2, 944.7], [91978.9, 942.6], [91983.7, 936.6], [91985.8, 934.2], [91988.0, 931.8], [91991.1, 928.8], [91993.0, 927.1], [91995.0, 925.5], [91997.9, 923.6], [92001.2, 921.3], [92003.1, 920.3], [92004.9, 919.3], [92007.1, 918.1], [92009.3, 917.1], [92011.1, 916.4], [92012.8, 915.7], [92016.4, 914.6], [92020.1, 913.6], [92024.0, 912.6], [92028.2, 911.8], [92032.4, 911.1], [92037.0, 910.3], [92041.7, 909.7], [92045.8, 909.2], [92054.2, 908.6], [92058.4, 908.4], [92068.4, 908.1], [92084.4, 907.3], [92090.5, 906.9], [92102.6, 906.0], [92111.9, 905.3], [92116.6, 904.8], [92121.2, 904.3], [92128.3, 903.2], [92135.4, 901.9], [92142.4, 900.5], [92145.8, 899.7], [92149.1, 898.8], [92153.5, 897.4], [92157.8, 895.8], [92160.0, 894.9], [92162.3, 894.0], [92164.6, 892.9], [92167.1, 891.8], [92169.1, 890.9], [92171.2, 890.0], [92175.3, 888.0], [92179.5, 886.1], [92181.5, 885.2], [92185.3, 883.4], [92187.0, 882.6], [92188.6, 881.9], [92189.9, 881.3], [92191.1, 880.7], [92192.1, 880.3], [92192.8, 879.9], [92193.3, 879.7], [92213.3, 879.7], [92213.3, 899.7], [92211.8, 992.9], [92181.3, 992.9], [92172.0, 993.0], [92164.2, 993.0], [92156.2, 993.1], [92148.1, 993.1], [92139.9, 993.2], [92095.1, 993.2], [92086.8, 993.1], [92082.9, 993.1], [92078.4, 993.2], [92067.7, 993.5], [92057.1, 994.0], [92046.4, 994.6], [92037.9, 995.2], [92029.5, 996.0], [92015.3, 997.8], [92007.6, 998.9], [92003.8, 999.5], [92000.0, 1000.0]]","0, 180",M0004
L0004,s000137,1,"[[92000.0, 2000.0], [92001.3, 2024.9], [91639.7, 2042.9], [91638.4, 2017.9], [92000.0, 2000.0]]","0, 180",M0004
L0004,s000138,1,"[[92000.0, 3000.0], [92214.2, 3000.0], [92221.5, 3041.7], [92263.0, 3041.7], [92277.4, 3041.6], [92287.1, 3041.6], [92296.7, 3041.5], [92315.7, 3041.3], [92339.7, 3040.5], [92363.7, 3039.1], [92380.4, 3037.9], [92397.0, 3036.7], [92437.8, 3033.8], [92475.4, 3031.3], [92510.6, 3029.1], [92559.3, 3026.4], [92579.0, 3025.3], [92598.6, 3024.3], [92621.4, 3023.5], [92632.8, 3023.2], [92644.1, 3023.1], [92663.9, 3023.2], [92683.7, 3023.3], [92699.8, 3023.2], [92707.9, 3023.3], [92715.9, 3023.5], [92726.3, 3023.9], [92736.7, 3024.5], [92744.0, 3024.8], [92751.4, 3025.1], [92758.2, 3025.5], [92765.0, 3025.9], [92771.6, 3026.4], [92774.7, 3026.6], [92777.6, 3026.8], [92777.7, 3038.1], [92777.7, 3049.2], [92777.8, 3061.4], [92778.1, 3073.7], [92779.0, 3085.5], [92780.3, 3097.3], [92780.9, 3102.0], [92781.6, 3106.7], [92782.6, 3111.3], [92783.9, 3115.8], [92785.4, 3120.0], [92787.2, 3124.0], [92789.1, 3127.4], [92791.3, 3130.8], [92793.2, 3133.7], [92795.4, 3136.4], [92797.8, 3139.0], [92800.4, 3141.5], [92797.1, 3147.7], [92794.9, 3151.8], [92793.6, 3154.3], [92790.0, 3161.2], [92788.1, 3164.8], [92786.3, 3168.2], [92778.7, 3182.7], [92771.3, 3197.2], [92763.0, 3214.0], [92755.2, 3230.8], [92749.2, 3244.3], [92743.3, 3257.9], [92738.3, 3269.4], [92733.3, 3281.1], [92730.6, 3287.6], [92728.8, 3292.2], [92726.6, 3297.8], [92724.5, 3303.2], [92723.2, 3306.9], [92721.9, 3310.6], [92720.5, 3314.4], [92719.1, 3318.6], [92715.9, 3317.8], [92713.0, 3317.0], [92710.3, 3316.3], [92707.7, 3315.6], [92702.8, 3314.4], [92698.1, 3313.4], [92694.4, 3312.6], [92690.5, 3311.9], [92682.5, 3310.5], [92674.3, 3309.2], [92666.1, 3308.1], [92653.0, 3306.6], [92640.0, 3305.2], [92629.7, 3304.2], [92619.4, 3303.4], [92613.4, 3303.0], [92607.4, 3302.9], [92603.2, 3302.8], [92595.2, 3302.6], [92586.1, 3302.5], [92577.1, 3302.3], [92560.0, 3302.3], [92556.3, 3302.4], [92552.4, 3302.5], [92550.4, 3302.6], [92548.2, 3302.7], [92545.8, 3302.7], [92543.3, 3302.8], [92540.6, 3314.5], [92537.1, 3313.9], [92533.4, 3313.3], [92529.5, 3312.6], [92525.6, 3311.9], [92517.3, 3310.5], [92508.6, 3309.0], [92499.8, 3307.5], [92481.8, 3304.7], [92473.0, 3303.3], [92466.0, 3302.3], [92459.1, 3301.4], [92445.5, 3299.4], [92431.8, 3297.3], [92418.0, 3295.1], [92399.3, 3292.6], [92383.1, 3290.5], [92366.9, 3288.6], [92363.6, 3288.2], [92358.8, 3287.8], [92350.7, 3287.1], [92342.5, 3286.6], [92334.4, 3286.3], [92324.3, 3286.1], [92314.2, 3286.1], [92288.9, 3286.0], [92273.4, 3286.0], [92257.9, 3286.4], [92246.9, 3286.9], [92235.9, 3287.5], [92213.8, 3289.0], [92170.4, 3291.7], [92114.7, 3295.2], [92064.5, 3298.3], [92046.4, 3299.4], [92028.2, 3300.4], [92010.1, 3301.2], [91999.7, 3301.5], [91992.0, 3301.7], [91976.8, 3301.9], [91961.4, 3302.0], [91950.8, 3302.1], [91940.1, 3302.2], [91929.7, 3302.3], [91924.7, 3302.4], [91919.8, 3302.4], [91919.2, 3056.7], [91919.0, 3000.0], [92000.0, 3000.0]]","0, 180",M0004
L0004,s000139,1,"[[94000.0, 1000.0], [93945.9, 1007.6], [93975.2, 866.9], [94027.8, 866.8], [94000.0, 1000.0]]","0, 180",M0004
