下料批次号,零件号,数量,外轮廓,允许旋转角度,面料号
L0005,s000219,1,"[[146000.0, 3000.0], [146014.2, 3000.9], [146029.2, 3001.6], [146043.4, 3002.1], [146057.6, 3002.3], [146068.1, 3002.4], [146078.5, 3002.3], [146091.8, 3001.9], [146105.1, 3000.9], [146115.2, 2999.8], [146125.4, 2998.5], [146144.8, 2995.5], [146145.7, 2995.3], [146164.1, 2991.9], [146179.8, 2988.6], [146193.4, 2985.6], [146207.0, 2982.5], [146221.3, 2979.0], [146233.2, 2976.0], [146245.1, 2972.8], [146257.2, 2969.5], [146267.2, 2966.8], [146277.2, 2964.1], [146282.1, 2962.8], [146286.9, 2961.5], [146291.5, 2960.3], [146295.9, 2959.1], [146298.6, 2970.4], [146301.7, 2970.1], [146304.7, 2969.9], [146310.4, 2969.3], [146318.0, 2968.5], [146325.8, 2967.5], [146336.9, 2966.0], [146346.6, 2964.5], [146363.6, 2961.5], [146373.8, 2959.3], [146384.0, 2956.7], [146393.3, 2954.0], [146402.7, 2951.0], [146413.7, 2947.1], [146419.1, 2945.0], [146424.3, 2943.0], [146443.8, 2944.9], [146445.1, 2948.4], [146446.4, 2952.2], [146447.9, 2956.3], [146449.5, 2960.6], [146452.7, 2969.4], [146454.4, 2973.9], [146456.1, 2978.2], [146458.2, 2983.6], [146460.2, 2988.9], [146464.9, 3000.6], [146469.5, 3012.4], [146475.0, 3026.2], [146479.1, 3035.9], [146483.4, 3045.6], [146492.1, 3065.1], [146496.4, 3074.7], [146499.3, 3081.2], [146501.1, 3085.5], [146507.1, 3098.7], [146509.0, 3102.9], [146510.8, 3106.9], [146512.4, 3110.5], [146513.9, 3113.8], [146511.7, 3116.3], [146509.1, 3119.1], [146506.5, 3122.2], [146504.0, 3125.4], [146501.1, 3129.5], [146499.8, 3131.9], [146498.6, 3134.3], [146497.5, 3137.2], [146496.4, 3140.1], [146495.4, 3143.6], [146494.5, 3147.1], [146493.7, 3151.5], [146493.1, 3155.9], [146492.6, 3161.4], [146492.3, 3166.9], [146492.1, 3175.7], [146492.0, 3184.6], [146491.9, 3191.5], [146491.9, 3194.1], [146491.8, 3203.7], [146491.7, 3206.1], [146491.7, 3208.3], [146491.6, 3212.8], [146491.5, 3217.1], [146491.4, 3221.1], [146488.5, 3221.1], [146485.1, 3221.2], [146481.5, 3221.2], [146477.6, 3221.3], [146469.6, 3221.4], [146465.6, 3221.5], [146461.7, 3221.6], [146455.5, 3221.7], [146445.1, 3222.0], [146430.3, 3222.3], [146415.3, 3222.4], [146404.2, 3222.5], [146392.9, 3222.7], [146370.8, 3222.9], [146347.2, 3222.8], [146327.4, 3222.5], [146299.5, 3221.8], [146275.6, 3220.9], [146252.2, 3219.9], [146228.7, 3218.8], [146205.5, 3217.5], [146182.4, 3216.1], [146146.6, 3214.3], [146128.9, 3213.5], [146120.2, 3213.2], [146115.7, 3213.0], [146111.2, 3212.9], [146105.1, 3212.8], [146099.1, 3212.7], [146096.2, 3212.6], [146090.9, 3212.6], [146088.5, 3212.5], [146081.9, 3212.5], [146076.9, 3197.5], [146067.9, 3197.5], [146066.3, 3197.4], [146003.7, 3197.4], [145996.4, 3238.9], [145735.9, 3238.9], [145735.9, 3124.7], [145735.8, 3111.9], [145735.8, 2987.5], [145740.0, 2987.2], [145744.0, 2986.9], [145747.8, 2986.7], [145751.5, 2986.5], [145758.7, 2986.2], [145765.8, 2986.1], [145777.0, 2986.2], [145788.6, 2986.7], [145800.4, 2987.4], [145812.2, 2988.1], [145835.5, 2989.5], [145858.6, 2990.7], [145900.8, 2993.4], [145942.9, 2996.1], [145980.4, 2998.6], [145999.2, 2999.9], [146000.0, 3000.0]]","0, 180",M0005
L0005,s000220,1,"[[148000.0, 1000.0], [148001.7, 999.7], [148009.8, 998.1], [148018.0, 996.5], [148030.8, 994.0], [148043.8, 991.6], [148069.6, 987.0], [148095.4, 982.8], [148121.2, 978.9], [148142.8, 975.9], [148164.5, 973.1], [148190.8, 970.1], [148217.1, 967.7], [148234.7, 966.4], [148252.6, 965.6], [148270.4, 965.0], [148288.9, 964.9], [148306.1, 965.3], [148323.6, 965.9], [148332.3, 966.4], [148341.3, 966.8], [148353.6, 967.5], [148366.1, 968.3], [148378.7, 969.1], [148391.1, 970.0], [148403.2, 970.8], [148409.1, 971.3], [148414.8, 971.7], [148420.3, 972.1], [148425.7, 972.5], [148430.8, 972.9], [148435.6, 973.3], [148434.5, 984.2], [148431.8, 986.3], [148429.0, 988.4], [148423.1, 993.1], [148410.5, 1002.5], [148404.0, 1007.2], [148397.7, 1011.6], [148386.5, 1019.6], [148374.8, 1028.0], [148363.1, 1036.7], [148354.2, 1043.8], [148347.4, 1049.9], [148343.9, 1053.1], [148340.5, 1056.5], [148337.3, 1060.1], [148334.5, 1063.9], [148332.2, 1067.7], [148330.2, 1071.7], [148328.7, 1075.8], [148327.5, 1080.1], [148326.9, 1083.8], [148326.4, 1087.5], [148325.7, 1095.0], [148325.4, 1102.4], [148325.4, 1108.0], [148325.5, 1113.5], [148325.8, 1120.8], [148326.3, 1128.2], [148327.2, 1138.3], [148327.7, 1143.3], [148328.1, 1148.0], [148325.9, 1156.2], [148322.4, 1156.0], [148319.1, 1155.7], [148316.0, 1155.5], [148313.1, 1155.3], [148310.3, 1155.1], [148307.7, 1154.9], [148302.8, 1154.5], [148298.2, 1154.2], [148294.0, 1153.8], [148285.6, 1153.2], [148279.3, 1152.6], [148272.8, 1152.1], [148266.0, 1151.5], [148259.0, 1150.8], [148251.9, 1150.2], [148244.6, 1149.5], [148229.6, 1148.2], [148214.2, 1146.9], [148198.7, 1145.6], [148192.5, 1145.1], [148183.3, 1144.4], [148168.1, 1143.3], [148152.2, 1142.3], [148136.5, 1141.5], [148126.2, 1141.1], [148115.8, 1140.8], [148105.4, 1140.6], [148095.0, 1140.6], [148083.6, 1140.9], [148072.1, 1141.3], [148049.2, 1142.4], [148033.9, 1143.2], [148018.6, 1144.2], [148001.5, 1145.5], [147993.1, 1146.2], [147984.8, 1146.9], [147976.0, 1147.6], [147967.2, 1148.4], [147958.1, 1149.2], [147953.3, 1149.7], [147948.3, 1150.2], [147942.7, 1150.8], [147936.8, 1151.4], [147924.6, 1152.7], [147916.7, 1153.6], [147912.5, 1154.0], [147906.5, 1154.7], [147900.7, 1155.4], [147895.2, 1156.0], [147889.9, 1156.6], [147885.1, 1157.1], [147880.6, 1157.6], [147876.6, 1158.1], [147874.8, 1158.3], [147873.2, 1158.5], [147871.7, 1158.7], [147870.4, 1158.8], [147869.2, 1159.0], [147868.3, 1159.1], [147867.5, 1159.2], [147866.4, 1159.3], [147865.6, 1159.4], [147864.6, 1159.5], [147863.2, 1159.6], [147862.3, 1156.4], [147861.3, 1153.1], [147859.2, 1146.0], [147857.0, 1138.4], [147854.7, 1130.5], [147852.4, 1122.4], [147850.0, 1114.1], [147847.5, 1105.8], [147845.2, 1097.6], [147842.8, 1089.6], [147840.6, 1081.9], [147838.5, 1074.6], [147837.5, 1071.2], [147836.5, 1067.9], [147835.6, 1064.7], [147834.8, 1061.7], [147834.0, 1058.9], [147833.2, 1056.2], [147832.5, 1053.8], [147831.9, 1051.6], [147831.3, 1049.7], [147830.9, 1047.9], [147830.6, 1046.8], [147830.4, 1046.1], [147830.1, 1045.2], [147829.8, 1044.0], [147829.4, 1042.5], [147828.8, 1040.6], [147828.2, 1038.2], [147829.1, 1038.0], [147829.9, 1037.8], [147830.8, 1037.6], [147832.2, 1037.3], [147833.4, 1037.0], [147834.8, 1036.7], [147836.6, 1036.3], [147838.7, 1035.8], [147841.0, 1035.2], [147843.6, 1034.6], [147846.5, 1034.0], [147849.5, 1033.3], [147852.8, 1032.5], [147856.3, 1031.7], [147859.9, 1030.9], [147863.8, 1030.0], [147867.8, 1029.1], [147876.2, 1027.1], [147885.0, 1025.1], [147894.2, 1023.0], [147903.7, 1020.8], [147922.7, 1016.5], [147932.1, 1014.4], [147941.3, 1012.4], [147950.1, 1010.5], [147954.9, 1009.4], [147959.6, 1008.4], [147968.6, 1006.5], [147977.2, 1004.7], [147985.6, 1002.9], [147993.7, 1001.3], [148000.0, 1000.0]]","0, 180",M0005
L0005,s000221,1,"[[148000.0, 2000.0], [148000.0, 2200.0], [147930.0, 2200.0], [147930.0, 2000.0], [148000.0, 2000.0]]","0, 180",M0005
L0005,s000222,1,"[[148000.0, 3000.0], [148000.0, 3140.0], [147930.0, 3140.0], [147930.0, 3000.0], [148000.0, 3000.0]]","0, 180",M0005
L0005,s000223,1,"[[150000.0, 1000.0], [150000.0, 1105.0], [149895.0, 1105.0], [149895.0, 1000.0], [150000.0, 1000.0]]","0, 180",M0005
L0005,s000224,1,"[[150000.0, 2000.0], [150000.0, 2140.0], [149930.0, 2140.0], [149930.0, 2000.0], [150000.0, 2000.0]]","0, 180",M0005
L0005,s000225,1,"[[150000.0, 3000.0], [149930.0, 3000.0], [149930.0, 2800.0], [150000.0, 2800.0], [150000.0, 3000.0]]","0, 180",M0005
L0005,s000226,1,"[[152000.0, 1000.0], [152016.1, 988.2], [152018.0, 989.9], [152019.0, 990.8], [152020.0, 991.5], [152021.0, 992.0], [152022.1, 992.5], [152022.6, 994.0], [152023.0, 995.3], [152023.7, 997.3], [152024.6, 999.3], [152026.8, 1003.8], [152028.0, 1006.1], [152029.2, 1008.3], [152030.8, 1010.6], [152032.4, 1012.8], [152036.1, 1017.5], [152039.8, 1021.7], [152043.2, 1025.1], [152046.7, 1028.4], [152050.1, 1031.1], [152053.6, 1033.6], [152057.5, 1036.5], [152061.3, 1039.2], [152060.1, 1041.7], [152058.8, 1044.5], [152057.5, 1047.3], [152056.3, 1050.2], [152055.0, 1053.8], [152053.7, 1057.5], [152052.6, 1060.7], [152051.7, 1064.0], [152050.9, 1068.6], [152050.4, 1074.8], [152050.1, 1078.1], [152049.9, 1081.4], [152049.9, 1084.4], [152050.0, 1087.3], [152050.2, 1092.4], [152050.4, 1094.9], [152050.8, 1097.4], [152051.7, 1101.0], [152052.9, 1104.6], [152054.7, 1109.4], [152057.0, 1114.1], [152058.4, 1116.8], [152059.8, 1119.5], [152061.2, 1122.1], [152064.2, 1127.1], [152065.6, 1129.3], [152062.7, 1130.4], [152059.9, 1131.6], [152056.7, 1133.1], [152053.5, 1134.8], [152048.5, 1137.9], [152045.4, 1140.1], [152042.3, 1142.4], [152038.2, 1145.9], [152034.8, 1149.5], [152031.7, 1153.3], [152029.4, 1156.1], [152026.9, 1159.1], [152009.3, 1149.6], [151896.8, 1088.8], [151896.7, 1075.8], [152000.0, 1000.0]]","0, 180",M0005
L0005,s000227,1,"[[152000.0, 2000.0], [152675.0, 2000.0], [152675.0, 2065.0], [152000.0, 2065.0], [152000.0, 2000.0]]","0, 180",M0005
L0005,s000228,1,"[[152000.0, 3000.0], [152000.0, 3060.0], [151867.0, 3060.0], [151867.0, 3000.0], [152000.0, 3000.0]]","0, 180",M0005
L0005,s000229,1,"[[154000.0, 1000.0], [154020.0, 998.2], [154038.6, 996.5], [154057.1, 994.6], [154079.4, 992.0], [154092.6, 990.6], [154105.7, 989.1], [154122.5, 986.9], [154139.3, 984.6], [154158.5, 981.9], [154174.6, 979.4], [154190.9, 976.6], [154207.1, 973.7], [154227.0, 969.9], [154250.7, 965.4], [154279.4, 960.0], [154295.8, 957.0], [154312.1, 953.9], [154326.1, 951.2], [154340.1, 948.6], [154349.3, 947.0], [154359.8, 945.4], [154370.4, 944.0], [154384.5, 942.2], [154398.5, 940.3], [154419.0, 937.3], [154434.9, 935.0], [154454.4, 932.4], [154472.6, 930.4], [154490.9, 928.4], [154509.3, 926.3], [154527.7, 924.3], [154548.9, 922.2], [154570.3, 920.3], [154597.9, 917.9], [154611.4, 916.7], [154618.0, 916.2], [154624.4, 915.6], [154624.5, 922.3], [154624.7, 929.3], [154625.0, 936.5], [154625.4, 943.6], [154626.2, 954.1], [154627.3, 964.4], [154628.2, 972.7], [154629.2, 980.9], [154630.5, 989.1], [154632.0, 997.2], [154634.3, 1007.4], [154636.9, 1017.7], [154639.3, 1026.7], [154640.4, 1031.1], [154641.6, 1035.3], [154642.3, 1037.7], [154643.0, 1040.1], [154643.7, 1042.6], [154644.6, 1045.5], [154649.5, 1055.8], [154649.6, 1061.9], [154649.7, 1068.1], [154650.0, 1074.1], [154650.5, 1080.1], [154651.0, 1088.0], [154651.5, 1095.9], [154652.3, 1104.4], [154653.2, 1112.9], [154655.4, 1129.9], [154657.5, 1144.3], [154659.8, 1158.7], [154662.8, 1175.0], [154666.4, 1191.3], [154668.8, 1201.2], [154671.3, 1211.1], [154674.2, 1222.2], [154675.7, 1227.4], [154676.8, 1230.9], [154677.9, 1234.5], [154678.9, 1237.9], [154679.4, 1239.5], [154679.8, 1240.9], [154674.2, 1241.5], [154668.3, 1242.1], [154662.2, 1242.7], [154655.7, 1243.4], [154649.1, 1244.1], [154642.2, 1244.8], [154635.1, 1245.5], [154627.9, 1246.3], [154620.4, 1247.1], [154612.8, 1248.0], [154605.0, 1248.8], [154597.1, 1249.7], [154580.9, 1251.6], [154564.4, 1253.6], [154547.6, 1255.8], [154530.6, 1258.1], [154513.6, 1260.5], [154496.7, 1263.0], [154479.9, 1265.6], [154463.5, 1268.4], [154447.5, 1271.4], [154439.7, 1272.9], [154432.0, 1274.4], [154428.6, 1275.1], [154427.2, 1275.4], [154426.3, 1275.6], [154425.1, 1275.8], [154422.5, 1276.4], [154419.5, 1277.1], [154416.2, 1277.8], [154412.8, 1278.6], [154409.5, 1279.5], [154406.4, 1280.4], [154402.5, 1281.6], [154398.8, 1282.9], [154392.6, 1285.4], [154387.5, 1288.1], [154382.6, 1291.0], [154376.8, 1294.9], [154371.4, 1299.2], [154367.9, 1302.5], [154364.8, 1306.1], [154362.7, 1308.8], [154360.9, 1311.7], [154358.7, 1315.5], [154356.7, 1319.4], [154355.2, 1323.2], [154353.7, 1327.1], [154352.0, 1332.6], [154350.4, 1338.2], [154349.1, 1343.4], [154347.9, 1348.6], [154346.3, 1358.1], [154345.0, 1367.6], [154344.2, 1373.5], [154343.7, 1379.4], [154343.3, 1384.2], [154343.1, 1388.9], [154342.9, 1392.8], [154342.8, 1394.8], [154342.7, 1396.9], [154342.4, 1401.7], [154342.2, 1403.8], [154342.2, 1404.7], [154342.1, 1405.5], [154340.9, 1407.0], [154336.8, 1411.7], [154335.4, 1413.3], [154333.8, 1415.1], [154328.2, 1412.6], [154322.6, 1409.9], [154316.9, 1406.9], [154311.2, 1403.8], [154302.8, 1399.6], [154294.4, 1395.5], [154285.2, 1390.8], [154276.0, 1386.0], [154259.2, 1377.4], [154244.5, 1369.8], [154231.2, 1362.7], [154221.7, 1357.8], [154212.2, 1353.0], [154201.5, 1347.8], [154190.8, 1342.8], [154181.1, 1338.8], [154171.2, 1335.1], [154163.6, 1332.4], [154155.9, 1329.9], [154140.3, 1325.2], [154123.5, 1320.4], [154115.0, 1318.1], [154106.5, 1316.1], [154091.7, 1312.9], [154076.9, 1310.0], [154063.3, 1307.5], [154049.6, 1305.1], [154036.0, 1303.1], [154022.2, 1301.5], [154012.2, 1300.6], [154002.1, 1299.9], [153985.5, 1298.8], [153968.9, 1298.0], [153927.4, 1296.1], [153904.5, 1294.9], [153881.7, 1293.8], [153842.5, 1292.2], [153788.9, 1290.4], [153738.8, 1288.9], [153689.4, 1287.7], [153663.6, 1286.8], [153637.9, 1285.9], [153610.4, 1285.1], [153596.5, 1284.7], [153582.4, 1284.4], [153569.5, 1284.2], [153556.5, 1284.1], [153543.6, 1284.0], [153530.7, 1283.9], [153483.0, 1283.9], [153483.0, 1018.5], [153488.0, 1018.4], [153493.3, 1018.3], [153498.9, 1018.1], [153504.8, 1017.9], [153510.8, 1017.8], [153517.1, 1017.6], [153523.5, 1017.4], [153530.0, 1017.2], [153543.4, 1016.9], [153556.9, 1016.5], [153570.4, 1016.0], [153583.6, 1015.6], [153590.7, 1015.4], [153597.6, 1015.2], [153611.5, 1014.8], [153631.1, 1014.3], [153650.8, 1013.8], [153691.8, 1012.5], [153726.1, 1011.5], [153757.7, 1010.5], [153778.7, 1010.0], [153799.7, 1009.4], [153820.2, 1008.7], [153840.7, 1007.9], [153860.1, 1007.2], [153879.5, 1006.5], [153908.8, 1005.1], [153938.2, 1003.5], [153970.4, 1001.9], [153985.2, 1001.0], [154000.0, 1000.0]]","0, 180",M0005
L0005,s000230,1,"[[154000.0, 2000.0], [154000.4, 2001.9], [154001.4, 2005.2], [154002.1, 2006.8], [154003.0, 2008.4], [154004.9, 2010.9], [154007.1, 2013.1], [154009.5, 2014.8], [154012.0, 2016.3], [154014.7, 2017.4], [154017.6, 2018.3], [154024.1, 2020.3], [154030.8, 2022.1], [154037.3, 2023.8], [154043.5, 2025.4], [154046.5, 2026.2], [154049.5, 2027.0], [154052.8, 2027.9], [154054.6, 2028.3], [154056.6, 2028.9], [154054.4, 2034.7], [154052.0, 2040.9], [154049.4, 2047.4], [154046.9, 2054.2], [154046.2, 2056.0], [154044.2, 2061.2], [154036.4, 2082.2], [154031.7, 2095.7], [154027.0, 2108.8], [154022.8, 2120.4], [154020.6, 2126.3], [154018.4, 2132.4], [154016.1, 2138.6], [154013.7, 2144.9], [154011.3, 2151.1], [154008.8, 2157.3], [154006.9, 2162.2], [154006.4, 2163.3], [154004.1, 2169.0], [154001.8, 2174.4], [153999.6, 2179.3], [153998.3, 2182.2], [153996.8, 2185.3], [153996.0, 2187.0], [153995.0, 2188.9], [153994.0, 2191.1], [153992.8, 2193.6], [153991.4, 2192.7], [153990.3, 2192.1], [153989.3, 2191.5], [153988.5, 2191.0], [153987.2, 2190.2], [153986.0, 2189.6], [153984.0, 2188.4], [153981.6, 2187.2], [153979.0, 2185.9], [153976.2, 2184.4], [153970.2, 2181.5], [153964.2, 2178.5], [153960.4, 2176.6], [153956.6, 2174.7], [153949.3, 2171.2], [153940.9, 2167.2], [153932.3, 2163.3], [153918.2, 2157.0], [153904.0, 2151.0], [153893.5, 2147.0], [153883.0, 2143.2], [153882.4, 2143.1], [153873.7, 2140.2], [153864.3, 2137.3], [153855.4, 2134.8], [153850.9, 2133.7], [153846.3, 2132.8], [153839.4, 2131.6], [153832.3, 2130.9], [153824.3, 2130.4], [153820.3, 2130.3], [153816.3, 2130.4], [153810.1, 2130.8], [153803.9, 2131.5], [153801.2, 2131.9], [153798.5, 2132.4], [153795.9, 2133.3], [153793.4, 2134.4], [153790.8, 2135.5], [153788.4, 2136.9], [153787.0, 2138.0], [153785.6, 2139.2], [153783.0, 2141.7], [153780.6, 2144.4], [153778.7, 2147.0], [153776.9, 2149.8], [153775.1, 2153.1], [153773.6, 2156.5], [153772.1, 2160.7], [153770.8, 2164.8], [153767.8, 2164.2], [153765.0, 2163.7], [153759.6, 2162.7], [153754.5, 2161.7], [153749.4, 2160.8], [153741.5, 2159.5], [153733.4, 2158.1], [153717.0, 2155.4], [153701.4, 2153.1], [153685.8, 2151.1], [153670.5, 2149.3], [153655.0, 2147.7], [153648.4, 2147.0], [153641.7, 2146.5], [153635.1, 2146.1], [153628.4, 2146.0], [153622.8, 2146.1], [153617.3, 2146.3], [153606.1, 2147.0], [153597.2, 2147.5], [153588.3, 2148.2], [153580.2, 2149.2], [153572.1, 2150.3], [153551.3, 2153.0], [153541.0, 2154.3], [153530.8, 2155.6], [153522.7, 2156.6], [153514.5, 2157.7], [153506.1, 2158.8], [153497.5, 2159.9], [153489.5, 2157.4], [153481.7, 2158.1], [153473.6, 2158.8], [153465.2, 2159.5], [153456.7, 2160.2], [153439.3, 2161.5], [153421.8, 2162.7], [153410.2, 2163.4], [153398.7, 2164.1], [153375.8, 2165.1], [153353.7, 2166.1], [153331.6, 2167.0], [153299.7, 2167.9], [153283.7, 2168.2], [153267.5, 2168.6], [153258.0, 2168.8], [153248.8, 2169.0], [153243.4, 2169.1], [153232.9, 2169.4], [153227.6, 2169.6], [153222.1, 2169.8], [153216.3, 2170.0], [153210.1, 2170.2], [153203.5, 2170.4], [153188.2, 1971.0], [153216.3, 1970.3], [153216.4, 1968.9], [153216.5, 1967.7], [153216.7, 1965.5], [153217.0, 1963.3], [153217.5, 1961.0], [153218.6, 1956.3], [153220.2, 1950.0], [153221.1, 1947.0], [153222.2, 1944.0], [153224.1, 1939.6], [153226.4, 1935.4], [153229.0, 1931.2], [153230.4, 1929.2], [153232.1, 1927.4], [153234.9, 1924.9], [153238.0, 1922.6], [153242.8, 1919.1], [153247.7, 1915.8], [153251.5, 1913.6], [153255.4, 1911.7], [153259.4, 1909.9], [153263.5, 1908.2], [153273.3, 1904.4], [153283.1, 1901.0], [153295.1, 1897.1], [153307.2, 1893.5], [153324.6, 1888.8], [153333.3, 1886.5], [153342.0, 1884.5], [153352.2, 1882.3], [153362.4, 1880.2], [153382.9, 1876.5], [153401.2, 1873.4], [153410.4, 1872.0], [153419.6, 1870.9], [153428.2, 1869.9], [153436.8, 1869.2], [153454.0, 1867.9], [153471.0, 1866.7], [153488.0, 1865.7], [153501.7, 1864.9], [153527.7, 1863.7], [153540.7, 1863.2], [153553.9, 1862.8], [153571.5, 1862.4], [153589.2, 1862.2], [153597.9, 1862.2], [153606.5, 1862.1], [153614.9, 1862.1], [153623.0, 1862.0], [153623.4, 1857.7], [153633.2, 1857.6], [153652.0, 1857.6], [153661.3, 1857.7], [153672.6, 1858.0], [153684.0, 1858.5], [153695.4, 1859.2], [153706.9, 1860.0], [153725.6, 1861.8], [153744.2, 1863.9], [153768.5, 1867.2], [153786.4, 1870.0], [153800.6, 1872.3], [153814.8, 1874.8], [153829.0, 1877.3], [153843.5, 1880.0], [153853.3, 1881.8], [153863.2, 1883.7], [153883.2, 1887.5], [153903.3, 1891.4], [153923.2, 1895.3], [153932.9, 1897.2], [153942.5, 1899.1], [153951.9, 1900.9], [153961.0, 1902.8], [153969.8, 1904.5], [153978.4, 1906.2], [153986.5, 1907.9], [153994.3, 1909.4], [153994.9, 1956.3], [153995.3, 1960.3], [153995.7, 1964.7], [153996.2, 1969.3], [153996.7, 1974.2], [153997.3, 1979.3], [153999.1, 1994.6], [153999.7, 1998.3], [154000.0, 2000.0]]","0, 180",M0005
L0005,s000231,1,"[[154000.0, 3000.0], [154340.5, 3017.3], [154339.2, 3042.3], [153998.7, 3025.0], [154000.0, 3000.0]]","0, 180",M0005
L0005,s000232,1,"[[156000.0, 1000.0], [155986.5, 999.1], [155973.0, 998.0], [155943.1, 995.3], [155913.3, 992.4], [155893.5, 990.3], [155875.3, 988.2], [155857.2, 985.7], [155838.8, 983.0], [155820.5, 979.7], [155810.8, 977.9], [155801.1, 975.8], [155782.0, 971.4], [155743.5, 961.8], [155721.4, 956.1], [155699.4, 950.2], [155688.5, 947.3], [155677.4, 944.2], [155675.0, 943.6], [155666.6, 941.3], [155655.7, 938.3], [155650.4, 936.8], [155645.3, 935.4], [155640.4, 934.1], [155635.8, 932.8], [155623.9, 971.1], [155620.6, 970.3], [155617.2, 969.5], [155613.6, 968.6], [155609.8, 967.6], [155601.9, 965.7], [155593.7, 963.6], [155585.1, 961.5], [155576.5, 959.3], [155567.9, 957.1], [155559.5, 954.9], [155549.4, 952.2], [155539.8, 949.7], [155539.4, 949.6], [155518.5, 944.1], [155509.6, 941.8], [155500.6, 939.6], [155490.3, 937.4], [155480.0, 935.2], [155475.0, 934.2], [155470.2, 933.3], [155465.6, 932.4], [155461.3, 931.6], [155462.9, 924.4], [155464.5, 917.3], [155466.0, 910.5], [155467.5, 903.8], [155470.5, 890.7], [155472.8, 880.4], [155473.4, 877.6], [155477.5, 859.5], [155481.7, 841.0], [155485.9, 822.5], [155490.0, 804.1], [155492.6, 791.9], [155493.9, 785.7], [155495.3, 779.4], [155497.1, 770.6], [155498.9, 761.5], [155500.7, 752.5], [155502.5, 743.5], [155504.2, 734.8], [155505.8, 726.4], [155506.6, 722.4], [155507.3, 718.6], [155508.0, 714.9], [155508.7, 711.4], [155547.2, 723.3], [155552.7, 724.2], [155558.5, 725.1], [155570.2, 726.9], [155579.3, 728.2], [155586.9, 729.2], [155588.3, 729.4], [155605.0, 731.5], [155621.8, 733.4], [155641.3, 735.2], [155644.8, 735.5], [155696.2, 739.8], [155711.6, 741.0], [155726.1, 741.7], [155746.8, 742.6], [155767.4, 743.3], [155792.9, 743.7], [155818.5, 743.7], [155833.1, 743.5], [155847.8, 743.1], [155861.4, 742.6], [155874.9, 741.7], [155892.1, 740.2], [155909.2, 738.5], [155913.4, 738.0], [155927.2, 736.6], [155945.3, 734.6], [155955.7, 733.2], [155966.1, 731.8], [155976.2, 730.3], [155981.1, 729.5], [155985.8, 728.8], [155990.6, 728.0], [155995.5, 727.2], [155998.0, 726.8], [156000.8, 726.3], [156003.7, 725.9], [156006.8, 725.3], [156007.8, 727.9], [156009.0, 730.8], [156010.3, 733.8], [156011.6, 736.7], [156012.8, 739.4], [156014.2, 741.9], [156015.9, 744.7], [156017.8, 747.2], [156019.9, 749.6], [156022.2, 751.6], [156024.2, 753.1], [156024.9, 753.6], [156027.8, 755.3], [156030.9, 756.8], [156031.5, 757.2], [156035.1, 758.8], [156038.7, 760.2], [156046.1, 762.8], [156060.2, 767.7], [156071.4, 771.4], [156082.7, 775.0], [156091.1, 777.9], [156097.1, 780.2], [156105.4, 783.6], [156113.7, 787.2], [156115.9, 788.2], [156123.4, 791.6], [156129.4, 794.6], [156135.3, 797.8], [156141.9, 801.6], [156148.3, 805.8], [156154.3, 810.3], [156157.6, 813.0], [156160.9, 815.9], [156164.0, 818.9], [156166.9, 822.0], [156171.2, 826.9], [156175.2, 832.1], [156178.0, 836.5], [156180.7, 841.2], [156182.6, 844.9], [156184.4, 848.6], [156186.0, 852.4], [156187.4, 856.2], [156189.1, 861.6], [156190.5, 867.0], [156191.7, 873.2], [156192.7, 880.4], [156193.2, 887.6], [156193.4, 892.8], [156193.4, 898.0], [156193.0, 904.6], [156192.2, 910.6], [156191.2, 916.4], [156189.9, 922.2], [156188.2, 927.9], [156187.0, 931.6], [156185.6, 935.2], [156183.0, 940.9], [156180.0, 946.5], [156176.8, 951.8], [156173.3, 956.9], [156168.7, 962.7], [156163.7, 968.5], [156158.4, 974.1], [156153.5, 979.1], [156148.7, 983.9], [156144.3, 987.9], [156139.7, 991.9], [156138.7, 1001.9], [156134.2, 1002.0], [156130.0, 1002.1], [156126.1, 1002.1], [156122.3, 1002.2], [156109.3, 1002.2], [156095.9, 1002.1], [156079.4, 1001.9], [156063.1, 1001.7], [156030.6, 1001.1], [156015.3, 1000.7], [156000.0, 1000.0]]","0, 180",M0005
