i,j,oi,oj,new_poly_i,new_poly_j,nfp,convex_status,vertical_direction
1,12,1,2,"[[100.0, 50.0], [100.0, 100.0], [0.0, 100.0], [0.0, 0.0], [50.0, 0.0], [50.0, 50.0], [100.0, 50.0]]","[[50.0, 100.0], [0.0, 0.0], [100.0, 0.0], [50.0, 100.0]]","[[0.0, 0.0], [50.0, 0.0], [75.0, 50.0], [100.0, 50.0], [150.0, 150.0], [150.0, 200.0], [-50.0, 200.0], [-50.0, 100.0]]","[1, 1, 0, 1, 1, 1, 1, 1]","[[], [], [[-50.0, 25.000000000000004], [1.5308084989341915e-15, 25.0]], [], [], [], [], []]"
1,12,1,3,"[[100.0, 50.0], [100.0, 100.0], [0.0, 100.0], [0.0, 0.0], [50.0, 0.0], [50.0, 50.0], [100.0, 50.0]]","[[0.0, 50.0], [100.0, 0.0], [100.0, 100.0], [0.0, 50.0]]","[[0.0, 0.0], [50.0, 0.0], [150.0, 50.0], [150.0, 75.0], [200.0, 100.0], [200.0, 150.0], [100.0, 200.0], [0.0, 200.0]]","[1, 1, 1, 0, 1, 1, 1, 1]","[[], [], [], [[-25.0, 1.5308084989341915e-15], [-24.999999999999996, 50.0]], [], [], [], []]"
1,12,2,0,"[[50.0, 100.0], [0.0, 100.0], [0.0, 0.0], [100.0, 0.0], [100.0, 50.0], [50.0, 50.0], [50.0, 100.0]]","[[50.0, 0.0], [100.0, 100.0], [0.0, 100.0], [50.0, 0.0]]","[[0.0, 0.0], [200.0, 0.0], [200.0, 50.0], [150.0, 150.0], [125.0, 150.0], [100.0, 200.0], [50.0, 200.0], [0.0, 100.0]]","[1, 1, 1, 1, 0, 1, 1, 1]","[[], [], [], [], [[-1.5308084989341915e-15, -25.0], [-50.0, -24.999999999999996]], [], [], []]"
1,12,2,1,"[[50.0, 100.0], [0.0, 100.0], [0.0, 0.0], [100.0, 0.0], [100.0, 50.0], [50.0, 50.0], [50.0, 100.0]]","[[100.0, 50.0], [0.0, 100.0], [0.0, 0.0], [100.0, 50.0]]","[[0.0, 0.0], [100.0, 0.0], [100.0, 150.0], [50.0, 150.0], [50.0, 200.0], [0.0, 200.0], [-100.0, 150.0], [-100.0, 50.0]]","[1, 1, 1, 0, 1, 1, 1, 1]","[[], [], [], [[-3.061616997868383e-15, -50.0], [-50.0, 3.061616997868383e-15]], [], [], [], []]"
1,12,2,2,"[[50.0, 100.0], [0.0, 100.0], [0.0, 0.0], [100.0, 0.0], [100.0, 50.0], [50.0, 50.0], [50.0, 100.0]]","[[50.0, 100.0], [0.0, 0.0], [100.0, 0.0], [50.0, 100.0]]","[[0.0, 0.0], [100.0, 0.0], [150.0, 100.0], [150.0, 150.0], [100.0, 150.0], [100.0, 200.0], [-50.0, 200.0], [-50.0, 100.0]]","[1, 1, 1, 1, 0, 1, 1, 1]","[[], [], [], [], [[-3.061616997868383e-15, -50.0], [-50.0, 3.061616997868383e-15]], [], [], []]"
1,12,2,3,"[[50.0, 100.0], [0.0, 100.0], [0.0, 0.0], [100.0, 0.0], [100.0, 50.0], [50.0, 50.0], [50.0, 100.0]]","[[0.0, 50.0], [100.0, 0.0], [100.0, 100.0], [0.0, 50.0]]","[[0.0, 0.0], [100.0, 0.0], [200.0, 50.0], [200.0, 100.0], [150.0, 125.0], [150.0, 150.0], [50.0, 200.0], [0.0, 200.0]]","[1, 1, 1, 1, 0, 1, 1, 1]","[[], [], [], [], [[-25.000000000000004, -50.0], [-25.0, 1.5308084989341915e-15]], [], [], []]"
1,12,3,0,"[[0.0, 50.0], [0.0, 0.0], [100.0, 0.0], [100.0, 100.0], [50.0, 100.0], [50.0, 50.0], [0.0, 50.0]]","[[50.0, 0.0], [100.0, 100.0], [0.0, 100.0], [50.0, 0.0]]","[[0.0, 0.0], [200.0, 0.0], [200.0, 100.0], [150.0, 200.0], [100.0, 200.0], [75.0, 150.0], [50.0, 150.0], [0.0, 50.0]]","[1, 1, 1, 1, 1, 0, 1, 1]","[[], [], [], [], [], [[50.0, -25.000000000000004], [-1.5308084989341915e-15, -25.0]], [], []]"
1,12,3,1,"[[0.0, 50.0], [0.0, 0.0], [100.0, 0.0], [100.0, 100.0], [50.0, 100.0], [50.0, 50.0], [0.0, 50.0]]","[[100.0, 50.0], [0.0, 100.0], [0.0, 0.0], [100.0, 50.0]]","[[0.0, 0.0], [100.0, 0.0], [100.0, 200.0], [50.0, 200.0], [-50.0, 150.0], [-50.0, 125.0], [-100.0, 100.0], [-100.0, 50.0]]","[1, 1, 1, 1, 1, 0, 1, 1]","[[], [], [], [], [], [[25.0, -1.5308084989341915e-15], [24.999999999999996, -50.0]], [], []]"
1,12,3,2,"[[0.0, 50.0], [0.0, 0.0], [100.0, 0.0], [100.0, 100.0], [50.0, 100.0], [50.0, 50.0], [0.0, 50.0]]","[[50.0, 100.0], [0.0, 0.0], [100.0, 0.0], [50.0, 100.0]]","[[0.0, 0.0], [100.0, 0.0], [150.0, 100.0], [150.0, 200.0], [0.0, 200.0], [0.0, 150.0], [-50.0, 150.0], [-50.0, 100.0]]","[1, 1, 1, 1, 1, 0, 1, 1]","[[], [], [], [], [], [[50.0, -3.061616997868383e-15], [-3.061616997868383e-15, -50.0]], [], []]"
1,12,3,3,"[[0.0, 50.0], [0.0, 0.0], [100.0, 0.0], [100.0, 100.0], [50.0, 100.0], [50.0, 50.0], [0.0, 50.0]]","[[0.0, 50.0], [100.0, 0.0], [100.0, 100.0], [0.0, 50.0]]","[[0.0, 0.0], [100.0, 0.0], [200.0, 50.0], [200.0, 150.0], [100.0, 200.0], [50.0, 200.0], [50.0, 150.0], [0.0, 150.0]]","[1, 1, 1, 1, 1, 1, 0, 1]","[[], [], [], [], [], [], [[50.0, -3.061616997868383e-15], [-3.061616997868383e-15, -50.0]], []]"
1,13,0,0,"[[0.0, 0.0], [50.0, 0.0], [50.0, 100.0], [-50.0, 100.0], [-50.0, 50.0], [0.0, 50.0], [0.0, 0.0]]","[[40.0, 0.0], [80.0, 50.0], [40.0, 100.0], [0.0, 50.0], [40.0, 0.0]]","[[0.0, 0.0], [50.0, 0.0], [90.0, 50.0], [90.0, 150.0], [50.0, 200.0], [-50.0, 200.0], [-90.0, 150.0], [-90.0, 100.0], [-50.0, 50.0], [-40.0, 50.0]]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","[[], [], [], [], [], [], [], [], [], [[6.123233995736766e-16, 10.0], [50.0, 40.0]]]"
1,13,0,1,"[[0.0, 0.0], [50.0, 0.0], [50.0, 100.0], [-50.0, 100.0], [-50.0, 50.0], [0.0, 50.0], [0.0, 0.0]]","[[90.0, 50.0], [40.0, 90.0], [-10.0, 50.0], [40.0, 10.0], [90.0, 50.0]]","[[0.0, 0.0], [50.0, 0.0], [100.0, 40.0], [100.0, 140.0], [50.0, 180.0], [-50.0, 180.0], [-100.0, 140.0], [-100.0, 90.0], [-50.0, 50.0], [-50.0, 40.0]]","[1, 1, 1, 1, 1, 1, 1, 1, 0, 1]","[[], [], [], [], [], [], [], [], [[40.0, 50.0], [10.0, -6.123233995736766e-16]], []]"
1,13,0,2,"[[0.0, 0.0], [50.0, 0.0], [50.0, 100.0], [-50.0, 100.0], [-50.0, 50.0], [0.0, 50.0], [0.0, 0.0]]","[[40.0, 100.0], [0.0, 50.0], [40.0, 0.0], [80.0, 50.0], [40.0, 100.0]]","[[0.0, 0.0], [50.0, 0.0], [90.0, 50.0], [90.0, 150.0], [50.0, 200.0], [-50.0, 200.0], [-90.0, 150.0], [-90.0, 100.0], [-50.0, 50.0], [-40.0, 50.0]]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","[[], [], [], [], [], [], [], [], [], [[6.123233995736766e-16, 10.0], [50.0, 40.0]]]"
1,13,0,3,"[[0.0, 0.0], [50.0, 0.0], [50.0, 100.0], [-50.0, 100.0], [-50.0, 50.0], [0.0, 50.0], [0.0, 0.0]]","[[-10.0, 50.0], [40.0, 10.0], [90.0, 50.0], [40.0, 90.0], [-10.0, 50.0]]","[[0.0, 0.0], [50.0, 0.0], [100.0, 40.0], [100.0, 140.0], [50.0, 180.0], [-50.0, 180.0], [-100.0, 140.0], [-100.0, 90.0], [-50.0, 50.0], [-50.0, 40.0]]","[1, 1, 1, 1, 1, 1, 1, 1, 0, 1]","[[], [], [], [], [], [], [], [], [[40.0, 50.0], [10.0, -6.123233995736766e-16]], []]"
1,13,1,0,"[[100.0, 50.0], [100.0, 100.0], [0.0, 100.0], [0.0, 0.0], [50.0, 0.0], [50.0, 50.0], [100.0, 50.0]]","[[40.0, 0.0], [80.0, 50.0], [40.0, 100.0], [0.0, 50.0], [40.0, 0.0]]","[[0.0, 0.0], [50.0, 0.0], [90.0, 50.0], [100.0, 50.0], [140.0, 100.0], [140.0, 150.0], [100.0, 200.0], [0.0, 200.0], [-40.0, 150.0], [-40.0, 50.0]]","[1, 1, 0, 1, 1, 1, 1, 1, 1, 1]","[[], [], [[-50.0, 40.0], [6.123233995736766e-16, 10.0]], [], [], [], [], [], [], []]"
1,13,1,1,"[[100.0, 50.0], [100.0, 100.0], [0.0, 100.0], [0.0, 0.0], [50.0, 0.0], [50.0, 50.0], [100.0, 50.0]]","[[90.0, 50.0], [40.0, 90.0], [-10.0, 50.0], [40.0, 10.0], [90.0, 50.0]]","[[0.0, 0.0], [50.0, 0.0], [100.0, 40.0], [100.0, 50.0], [150.0, 90.0], [150.0, 140.0], [100.0, 180.0], [0.0, 180.0], [-50.0, 140.0], [-50.0, 40.0]]","[1, 1, 1, 0, 1, 1, 1, 1, 1, 1]","[[], [], [], [[-10.0, 6.123233995736766e-16], [-40.0, 50.0]], [], [], [], [], [], []]"
1,13,1,2,"[[100.0, 50.0], [100.0, 100.0], [0.0, 100.0], [0.0, 0.0], [50.0, 0.0], [50.0, 50.0], [100.0, 50.0]]","[[40.0, 100.0], [0.0, 50.0], [40.0, 0.0], [80.0, 50.0], [40.0, 100.0]]","[[0.0, 0.0], [50.0, 0.0], [90.0, 50.0], [100.0, 50.0], [140.0, 100.0], [140.0, 150.0], [100.0, 200.0], [0.0, 200.0], [-40.0, 150.0], [-40.0, 50.0]]","[1, 1, 0, 1, 1, 1, 1, 1, 1, 1]","[[], [], [[-50.0, 40.0], [6.123233995736766e-16, 10.0]], [], [], [], [], [], [], []]"
1,13,1,3,"[[100.0, 50.0], [100.0, 100.0], [0.0, 100.0], [0.0, 0.0], [50.0, 0.0], [50.0, 50.0], [100.0, 50.0]]","[[-10.0, 50.0], [40.0, 10.0], [90.0, 50.0], [40.0, 90.0], [-10.0, 50.0]]","[[0.0, 0.0], [50.0, 0.0], [100.0, 40.0], [100.0, 50.0], [150.0, 90.0], [150.0, 140.0], [100.0, 180.0], [0.0, 180.0], [-50.0, 140.0], [-50.0, 40.0]]","[1, 1, 1, 0, 1, 1, 1, 1, 1, 1]","[[], [], [], [[-10.0, 6.123233995736766e-16], [-40.0, 50.0]], [], [], [], [], [], []]"
1,13,2,0,"[[50.0, 100.0], [0.0, 100.0], [0.0, 0.0], [100.0, 0.0], [100.0, 50.0], [50.0, 50.0], [50.0, 100.0]]","[[40.0, 0.0], [80.0, 50.0], [40.0, 100.0], [0.0, 50.0], [40.0, 0.0]]","[[0.0, 0.0], [100.0, 0.0], [140.0, 50.0], [140.0, 100.0], [100.0, 150.0], [90.0, 150.0], [50.0, 200.0], [0.0, 200.0], [-40.0, 150.0], [-40.0, 50.0]]","[1, 1, 1, 1, 1, 0, 1, 1, 1, 1]","[[], [], [], [], [], [[-6.123233995736766e-16, -10.0], [-50.0, -40.0]], [], [], [], []]"
1,13,2,1,"[[50.0, 100.0], [0.0, 100.0], [0.0, 0.0], [100.0, 0.0], [100.0, 50.0], [50.0, 50.0], [50.0, 100.0]]","[[90.0, 50.0], [40.0, 90.0], [-10.0, 50.0], [40.0, 10.0], [90.0, 50.0]]","[[0.0, 0.0], [100.0, 0.0], [150.0, 40.0], [150.0, 90.0], [100.0, 130.0], [100.0, 140.0], [50.0, 180.0], [0.0, 180.0], [-50.0, 140.0], [-50.0, 40.0]]","[1, 1, 1, 1, 0, 1, 1, 1, 1, 1]","[[], [], [], [], [[-40.0, -50.0], [-10.0, 6.123233995736766e-16]], [], [], [], [], []]"
1,13,2,2,"[[50.0, 100.0], [0.0, 100.0], [0.0, 0.0], [100.0, 0.0], [100.0, 50.0], [50.0, 50.0], [50.0, 100.0]]","[[40.0, 100.0], [0.0, 50.0], [40.0, 0.0], [80.0, 50.0], [40.0, 100.0]]","[[0.0, 0.0], [100.0, 0.0], [140.0, 50.0], [140.0, 100.0], [100.0, 150.0], [90.0, 150.0], [50.0, 200.0], [0.0, 200.0], [-40.0, 150.0], [-40.0, 50.0]]","[1, 1, 1, 1, 1, 0, 1, 1, 1, 1]","[[], [], [], [], [], [[-6.123233995736766e-16, -10.0], [-50.0, -40.0]], [], [], [], []]"
1,13,2,3,"[[50.0, 100.0], [0.0, 100.0], [0.0, 0.0], [100.0, 0.0], [100.0, 50.0], [50.0, 50.0], [50.0, 100.0]]","[[-10.0, 50.0], [40.0, 10.0], [90.0, 50.0], [40.0, 90.0], [-10.0, 50.0]]","[[0.0, 0.0], [100.0, 0.0], [150.0, 40.0], [150.0, 90.0], [100.0, 130.0], [100.0, 140.0], [50.0, 180.0], [0.0, 180.0], [-50.0, 140.0], [-50.0, 40.0]]","[1, 1, 1, 1, 0, 1, 1, 1, 1, 1]","[[], [], [], [], [[-40.0, -50.0], [-10.0, 6.123233995736766e-16]], [], [], [], [], []]"
1,13,3,0,"[[0.0, 50.0], [0.0, 0.0], [100.0, 0.0], [100.0, 100.0], [50.0, 100.0], [50.0, 50.0], [0.0, 50.0]]","[[40.0, 0.0], [80.0, 50.0], [40.0, 100.0], [0.0, 50.0], [40.0, 0.0]]","[[0.0, 0.0], [100.0, 0.0], [140.0, 50.0], [140.0, 150.0], [100.0, 200.0], [50.0, 200.0], [10.0, 150.0], [0.0, 150.0], [-40.0, 100.0], [-40.0, 50.0]]","[1, 1, 1, 1, 1, 1, 0, 1, 1, 1]","[[], [], [], [], [], [], [[50.0, -40.0], [-6.123233995736766e-16, -10.0]], [], [], []]"
1,13,3,1,"[[0.0, 50.0], [0.0, 0.0], [100.0, 0.0], [100.0, 100.0], [50.0, 100.0], [50.0, 50.0], [0.0, 50.0]]","[[90.0, 50.0], [40.0, 90.0], [-10.0, 50.0], [40.0, 10.0], [90.0, 50.0]]","[[0.0, 0.0], [100.0, 0.0], [150.0, 40.0], [150.0, 140.0], [100.0, 180.0], [50.0, 180.0], [0.0, 140.0], [0.0, 130.0], [-50.0, 90.0], [-50.0, 40.0]]","[1, 1, 1, 1, 1, 1, 1, 0, 1, 1]","[[], [], [], [], [], [], [], [[10.0, -6.123233995736766e-16], [40.0, -50.0]], [], []]"
1,13,3,2,"[[0.0, 50.0], [0.0, 0.0], [100.0, 0.0], [100.0, 100.0], [50.0, 100.0], [50.0, 50.0], [0.0, 50.0]]","[[40.0, 100.0], [0.0, 50.0], [40.0, 0.0], [80.0, 50.0], [40.0, 100.0]]","[[0.0, 0.0], [100.0, 0.0], [140.0, 50.0], [140.0, 150.0], [100.0, 200.0], [50.0, 200.0], [10.0, 150.0], [0.0, 150.0], [-40.0, 100.0], [-40.0, 50.0]]","[1, 1, 1, 1, 1, 1, 0, 1, 1, 1]","[[], [], [], [], [], [], [[50.0, -40.0], [-6.123233995736766e-16, -10.0]], [], [], []]"
1,13,3,3,"[[0.0, 50.0], [0.0, 0.0], [100.0, 0.0], [100.0, 100.0], [50.0, 100.0], [50.0, 50.0], [0.0, 50.0]]","[[-10.0, 50.0], [40.0, 10.0], [90.0, 50.0], [40.0, 90.0], [-10.0, 50.0]]","[[0.0, 0.0], [100.0, 0.0], [150.0, 40.0], [150.0, 140.0], [100.0, 180.0], [50.0, 180.0], [0.0, 140.0], [0.0, 130.0], [-50.0, 90.0], [-50.0, 40.0]]","[1, 1, 1, 1, 1, 1, 1, 0, 1, 1]","[[], [], [], [], [], [], [], [[10.0, -6.123233995736766e-16], [40.0, -50.0]], [], []]"
1,14,0,0,"[[0.0, 0.0], [50.0, 0.0], [50.0, 100.0], [-50.0, 100.0], [-50.0, 50.0], [0.0, 50.0], [0.0, 0.0]]","[[20.0, 0.0], [60.0, 0.0], [80.0, 20.0], [80.0, 60.0], [40.0, 80.0], [0.0, 60.0], [0.0, 20.0], [20.0, 0.0]]","[[0.0, 0.0], [50.0, 0.0], [90.0, 20.0], [90.0, 160.0], [70.0, 180.0], [-70.0, 180.0], [-90.0, 160.0], [-90.0, 70.0], [-50.0, 50.0], [-40.0, 50.0], [-40.0, 20.0]]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1]","[[], [], [], [], [], [], [], [], [], [[6.123233995736766e-16, 10.0], [30.0, -1.83697019872103e-15]], []]"
1,14,0,1,"[[0.0, 0.0], [50.0, 0.0], [50.0, 100.0], [-50.0, 100.0], [-50.0, 50.0], [0.0, 50.0], [0.0, 0.0]]","[[80.0, 20.0], [80.0, 60.0], [60.0, 80.0], [20.0, 80.0], [0.0, 40.0], [20.0, 0.0], [60.0, 0.0], [80.0, 20.0]]","[[0.0, 0.0], [90.0, 0.0], [110.0, 40.0], [110.0, 140.0], [90.0, 180.0], [-50.0, 180.0], [-70.0, 160.0], [-70.0, 70.0], [-50.0, 50.0], [-20.0, 50.0], [-20.0, 20.0]]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1]","[[], [], [], [], [], [], [], [], [], [[1.83697019872103e-15, 30.0], [30.0, -1.83697019872103e-15]], []]"
1,14,0,2,"[[0.0, 0.0], [50.0, 0.0], [50.0, 100.0], [-50.0, 100.0], [-50.0, 50.0], [0.0, 50.0], [0.0, 0.0]]","[[60.0, 80.0], [20.0, 80.0], [0.0, 60.0], [0.0, 20.0], [40.0, 0.0], [80.0, 20.0], [80.0, 60.0], [60.0, 80.0]]","[[0.0, 0.0], [90.0, 0.0], [110.0, 20.0], [110.0, 160.0], [70.0, 180.0], [-30.0, 180.0], [-70.0, 160.0], [-70.0, 70.0], [-50.0, 50.0], [-20.0, 50.0], [-20.0, 20.0]]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1]","[[], [], [], [], [], [], [], [], [], [[1.83697019872103e-15, 30.0], [30.0, -1.83697019872103e-15]], []]"
1,14,0,3,"[[0.0, 0.0], [50.0, 0.0], [50.0, 100.0], [-50.0, 100.0], [-50.0, 50.0], [0.0, 50.0], [0.0, 0.0]]","[[0.0, 60.0], [0.0, 20.0], [20.0, 0.0], [60.0, 0.0], [80.0, 40.0], [60.0, 80.0], [20.0, 80.0], [0.0, 60.0]]","[[0.0, 0.0], [90.0, 0.0], [110.0, 20.0], [110.0, 160.0], [90.0, 180.0], [-50.0, 180.0], [-70.0, 140.0], [-70.0, 90.0], [-50.0, 50.0], [-20.0, 50.0], [-20.0, 40.0]]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1]","[[], [], [], [], [], [], [], [], [], [[1.83697019872103e-15, 30.0], [10.0, -6.123233995736766e-16]], []]"
1,14,1,0,"[[100.0, 50.0], [100.0, 100.0], [0.0, 100.0], [0.0, 0.0], [50.0, 0.0], [50.0, 50.0], [100.0, 50.0]]","[[20.0, 0.0], [60.0, 0.0], [80.0, 20.0], [80.0, 60.0], [40.0, 80.0], [0.0, 60.0], [0.0, 20.0], [20.0, 0.0]]","[[0.0, 0.0], [50.0, 0.0], [90.0, 20.0], [90.0, 50.0], [100.0, 50.0], [140.0, 70.0], [140.0, 160.0], [120.0, 180.0], [-20.0, 180.0], [-40.0, 160.0], [-40.0, 20.0]]","[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]","[[], [], [], [[-30.0, 1.83697019872103e-15], [6.123233995736766e-16, 10.0]], [], [], [], [], [], [], []]"
1,14,1,1,"[[100.0, 50.0], [100.0, 100.0], [0.0, 100.0], [0.0, 0.0], [50.0, 0.0], [50.0, 50.0], [100.0, 50.0]]","[[80.0, 20.0], [80.0, 60.0], [60.0, 80.0], [20.0, 80.0], [0.0, 40.0], [20.0, 0.0], [60.0, 0.0], [80.0, 20.0]]","[[0.0, 0.0], [90.0, 0.0], [110.0, 40.0], [110.0, 50.0], [140.0, 50.0], [160.0, 90.0], [160.0, 140.0], [140.0, 180.0], [0.0, 180.0], [-20.0, 160.0], [-20.0, 20.0]]","[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]","[[], [], [], [[-10.0, 6.123233995736766e-16], [1.83697019872103e-15, 30.0]], [], [], [], [], [], [], []]"
1,14,1,2,"[[100.0, 50.0], [100.0, 100.0], [0.0, 100.0], [0.0, 0.0], [50.0, 0.0], [50.0, 50.0], [100.0, 50.0]]","[[60.0, 80.0], [20.0, 80.0], [0.0, 60.0], [0.0, 20.0], [40.0, 0.0], [80.0, 20.0], [80.0, 60.0], [60.0, 80.0]]","[[0.0, 0.0], [90.0, 0.0], [110.0, 20.0], [110.0, 50.0], [140.0, 50.0], [160.0, 70.0], [160.0, 160.0], [120.0, 180.0], [20.0, 180.0], [-20.0, 160.0], [-20.0, 20.0]]","[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]","[[], [], [], [[-30.0, 1.83697019872103e-15], [1.83697019872103e-15, 30.0]], [], [], [], [], [], [], []]"
1,14,1,3,"[[100.0, 50.0], [100.0, 100.0], [0.0, 100.0], [0.0, 0.0], [50.0, 0.0], [50.0, 50.0], [100.0, 50.0]]","[[0.0, 60.0], [0.0, 20.0], [20.0, 0.0], [60.0, 0.0], [80.0, 40.0], [60.0, 80.0], [20.0, 80.0], [0.0, 60.0]]","[[0.0, 0.0], [90.0, 0.0], [110.0, 20.0], [110.0, 50.0], [140.0, 50.0], [160.0, 70.0], [160.0, 160.0], [140.0, 180.0], [0.0, 180.0], [-20.0, 140.0], [-20.0, 40.0]]","[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]","[[], [], [], [[-30.0, 1.83697019872103e-15], [1.83697019872103e-15, 30.0]], [], [], [], [], [], [], []]"
1,14,2,0,"[[50.0, 100.0], [0.0, 100.0], [0.0, 0.0], [100.0, 0.0], [100.0, 50.0], [50.0, 50.0], [50.0, 100.0]]","[[20.0, 0.0], [60.0, 0.0], [80.0, 20.0], [80.0, 60.0], [40.0, 80.0], [0.0, 60.0], [0.0, 20.0], [20.0, 0.0]]","[[0.0, 0.0], [100.0, 0.0], [140.0, 20.0], [140.0, 110.0], [120.0, 130.0], [90.0, 130.0], [90.0, 160.0], [70.0, 180.0], [-20.0, 180.0], [-40.0, 160.0], [-40.0, 20.0]]","[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]","[[], [], [], [], [], [[-1.83697019872103e-15, -30.0], [-30.0, 1.83697019872103e-15]], [], [], [], [], []]"
1,14,2,1,"[[50.0, 100.0], [0.0, 100.0], [0.0, 0.0], [100.0, 0.0], [100.0, 50.0], [50.0, 50.0], [50.0, 100.0]]","[[80.0, 20.0], [80.0, 60.0], [60.0, 80.0], [20.0, 80.0], [0.0, 40.0], [20.0, 0.0], [60.0, 0.0], [80.0, 20.0]]","[[0.0, 0.0], [140.0, 0.0], [160.0, 40.0], [160.0, 90.0], [140.0, 130.0], [110.0, 130.0], [110.0, 140.0], [90.0, 180.0], [0.0, 180.0], [-20.0, 160.0], [-20.0, 20.0]]","[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]","[[], [], [], [], [], [[-1.83697019872103e-15, -30.0], [-10.0, 6.123233995736766e-16]], [], [], [], [], []]"
1,14,2,2,"[[50.0, 100.0], [0.0, 100.0], [0.0, 0.0], [100.0, 0.0], [100.0, 50.0], [50.0, 50.0], [50.0, 100.0]]","[[60.0, 80.0], [20.0, 80.0], [0.0, 60.0], [0.0, 20.0], [40.0, 0.0], [80.0, 20.0], [80.0, 60.0], [60.0, 80.0]]","[[0.0, 0.0], [140.0, 0.0], [160.0, 20.0], [160.0, 110.0], [120.0, 130.0], [110.0, 130.0], [110.0, 160.0], [70.0, 180.0], [20.0, 180.0], [-20.0, 160.0], [-20.0, 20.0]]","[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]","[[], [], [], [], [], [[-6.123233995736766e-16, -10.0], [-30.0, 1.83697019872103e-15]], [], [], [], [], []]"
1,14,2,3,"[[50.0, 100.0], [0.0, 100.0], [0.0, 0.0], [100.0, 0.0], [100.0, 50.0], [50.0, 50.0], [50.0, 100.0]]","[[0.0, 60.0], [0.0, 20.0], [20.0, 0.0], [60.0, 0.0], [80.0, 40.0], [60.0, 80.0], [20.0, 80.0], [0.0, 60.0]]","[[0.0, 0.0], [140.0, 0.0], [160.0, 20.0], [160.0, 110.0], [140.0, 130.0], [110.0, 130.0], [110.0, 160.0], [90.0, 180.0], [0.0, 180.0], [-20.0, 140.0], [-20.0, 40.0]]","[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]","[[], [], [], [], [], [[-1.83697019872103e-15, -30.0], [-30.0, 1.83697019872103e-15]], [], [], [], [], []]"
1,14,3,0,"[[0.0, 50.0], [0.0, 0.0], [100.0, 0.0], [100.0, 100.0], [50.0, 100.0], [50.0, 50.0], [0.0, 50.0]]","[[20.0, 0.0], [60.0, 0.0], [80.0, 20.0], [80.0, 60.0], [40.0, 80.0], [0.0, 60.0], [0.0, 20.0], [20.0, 0.0]]","[[0.0, 0.0], [100.0, 0.0], [140.0, 20.0], [140.0, 160.0], [120.0, 180.0], [30.0, 180.0], [10.0, 160.0], [10.0, 130.0], [-20.0, 130.0], [-40.0, 110.0], [-40.0, 20.0]]","[1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1]","[[], [], [], [], [], [], [], [[30.0, -1.83697019872103e-15], [-1.83697019872103e-15, -30.0]], [], [], []]"
1,14,3,1,"[[0.0, 50.0], [0.0, 0.0], [100.0, 0.0], [100.0, 100.0], [50.0, 100.0], [50.0, 50.0], [0.0, 50.0]]","[[80.0, 20.0], [80.0, 60.0], [60.0, 80.0], [20.0, 80.0], [0.0, 40.0], [20.0, 0.0], [60.0, 0.0], [80.0, 20.0]]","[[0.0, 0.0], [140.0, 0.0], [160.0, 40.0], [160.0, 140.0], [140.0, 180.0], [50.0, 180.0], [30.0, 160.0], [30.0, 130.0], [0.0, 130.0], [-20.0, 110.0], [-20.0, 20.0]]","[1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1]","[[], [], [], [], [], [], [], [[30.0, -1.83697019872103e-15], [-1.83697019872103e-15, -30.0]], [], [], []]"
1,14,3,2,"[[0.0, 50.0], [0.0, 0.0], [100.0, 0.0], [100.0, 100.0], [50.0, 100.0], [50.0, 50.0], [0.0, 50.0]]","[[60.0, 80.0], [20.0, 80.0], [0.0, 60.0], [0.0, 20.0], [40.0, 0.0], [80.0, 20.0], [80.0, 60.0], [60.0, 80.0]]","[[0.0, 0.0], [140.0, 0.0], [160.0, 20.0], [160.0, 160.0], [120.0, 180.0], [70.0, 180.0], [30.0, 160.0], [30.0, 130.0], [20.0, 130.0], [-20.0, 110.0], [-20.0, 20.0]]","[1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1]","[[], [], [], [], [], [], [], [[30.0, -1.83697019872103e-15], [-6.123233995736766e-16, -10.0]], [], [], []]"
