i,j,oi,oj,new_poly_i,new_poly_j,nfp,convex_status,vertical_direction
0,4,0,1,"[[-1039.0, 115.0], [-571.0, 113.0], [-322.0, 21.0], [-193.0, 44.0], [-119.0, 47.0], [0.0, 0.0], [48.0, 295.0], [29.0, 396.0], [-1049.0, 407.0], [-1039.0, 115.0]]","[[-51.0, 51.0], [126.0, 51.0], [201.0, 201.0], [26.0, 199.0], [-51.0, 51.0]]","[[0.0, 0.0], [175.0, 2.0], [252.0, 150.0], [300.0, 445.0], [281.0, 546.0], [-797.0, 557.0], [-974.0, 557.0], [-1049.0, 407.0], [-1039.0, 115.0], [-571.0, 113.0], [-322.0, 21.0], [-147.0, 23.0], [-85.84227272727273, 33.90409090909091]]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0]","[[], [], [], [], [], [], [], [], [], [[2.000000000000029, 468.0], [92.00000000000001, 249.0]], [], [], [[-10.904090909090908, 61.15772727272727], [33.90409090909092, 85.84227272727273]]]"
0,4,0,2,"[[-1039.0, 115.0], [-571.0, 113.0], [-322.0, 21.0], [-193.0, 44.0], [-119.0, 47.0], [0.0, 0.0], [48.0, 295.0], [29.0, 396.0], [-1049.0, 407.0], [-1039.0, 115.0]]","[[150.0, 0.0], [150.0, 177.0], [0.0, 252.0], [2.0, 77.0], [150.0, 0.0]]","[[0.0, 0.0], [48.0, 295.0], [46.0, 470.0], [27.0, 571.0], [-121.0, 648.0], [-1199.0, 659.0], [-1199.0, 482.0], [-1189.0, 190.0], [-1039.0, 115.0], [-571.0, 113.0], [-322.0, 21.0], [-193.0, 44.0], [-119.0, 47.0]]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0]","[[], [], [], [], [], [], [], [], [], [[2.000000000000029, 468.0], [92.00000000000001, 249.0]], [], [[-22.999999999999993, 129.0], [-2.9999999999999956, 74.0]], [[-2.9999999999999956, 74.0], [47.00000000000001, 119.0]]]"
0,4,0,3,"[[-1039.0, 115.0], [-571.0, 113.0], [-322.0, 21.0], [-193.0, 44.0], [-119.0, 47.0], [0.0, 0.0], [48.0, 295.0], [29.0, 396.0], [-1049.0, 407.0], [-1039.0, 115.0]]","[[201.0, 201.0], [24.0, 201.0], [-51.0, 51.0], [124.0, 53.0], [201.0, 201.0]]","[[0.0, 0.0], [177.0, 0.0], [252.0, 150.0], [300.0, 445.0], [281.0, 546.0], [-797.0, 557.0], [-972.0, 555.0], [-1049.0, 407.0], [-1039.0, 115.0], [-571.0, 113.0], [-322.0, 21.0], [-145.0, 21.0], [-81.73136363636364, 32.280454545454546]]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0]","[[], [], [], [], [], [], [], [], [], [[2.000000000000029, 468.0], [92.00000000000001, 249.0]], [], [], [[-11.280454545454543, 63.26863636363636], [32.28045454545455, 81.73136363636364]]]"
0,4,1,0,"[[292.0, 10.0], [294.0, 478.0], [386.0, 727.0], [363.0, 856.0], [360.0, 930.0], [407.0, 1049.0], [112.0, 1097.0], [11.0, 1078.0], [0.0, 0.0], [292.0, 10.0]]","[[0.0, 252.0], [0.0, 75.0], [150.0, 0.0], [148.0, 175.0], [0.0, 252.0]]","[[0.0, 0.0], [292.0, 10.0], [294.0, 478.0], [386.0, 727.0], [386.0, 904.0], [374.7195454545455, 967.2686363636363], [407.0, 1049.0], [407.0, 1226.0], [257.0, 1301.0], [-38.0, 1349.0], [-139.0, 1330.0], [-150.0, 252.0], [-148.0, 77.0]]","[1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]","[[], [], [[-468.0, 2.000000000000029], [-249.0, 92.00000000000001]], [], [], [[-63.26863636363635, -11.280454545454514], [-81.73136363636365, 32.280454545454525]], [], [], [], [], [], [], []]"
0,4,1,1,"[[292.0, 10.0], [294.0, 478.0], [386.0, 727.0], [363.0, 856.0], [360.0, 930.0], [407.0, 1049.0], [112.0, 1097.0], [11.0, 1078.0], [0.0, 0.0], [292.0, 10.0]]","[[-51.0, 51.0], [126.0, 51.0], [201.0, 201.0], [26.0, 199.0], [-51.0, 51.0]]","[[0.0, 0.0], [175.0, 2.0], [467.0, 12.0], [544.0, 160.0], [546.0, 628.0], [638.0, 877.0], [615.0, 1006.0], [612.0, 1080.0], [659.0, 1199.0], [364.0, 1247.0], [187.0, 1247.0], [86.0, 1228.0], [11.0, 1078.0]]","[1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1]","[[], [], [], [], [[-468.0, 2.000000000000029], [-249.0, 92.00000000000001]], [], [[-129.0, -22.999999999999993], [-74.0, -2.9999999999999956]], [[-74.0, -2.9999999999999956], [-119.0, 47.00000000000001]], [], [], [], [], []]"
0,4,1,2,"[[292.0, 10.0], [294.0, 478.0], [386.0, 727.0], [363.0, 856.0], [360.0, 930.0], [407.0, 1049.0], [112.0, 1097.0], [11.0, 1078.0], [0.0, 0.0], [292.0, 10.0]]","[[150.0, 0.0], [150.0, 177.0], [0.0, 252.0], [2.0, 77.0], [150.0, 0.0]]","[[0.0, 0.0], [292.0, 10.0], [294.0, 478.0], [386.0, 727.0], [384.0, 902.0], [373.0959090909091, 963.1577272727272], [407.0, 1049.0], [405.0, 1224.0], [257.0, 1301.0], [-38.0, 1349.0], [-139.0, 1330.0], [-150.0, 252.0], [-150.0, 75.0]]","[1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]","[[], [], [[-468.0, 2.000000000000029], [-249.0, 92.00000000000001]], [], [], [[-61.15772727272724, -10.904090909090879], [-85.84227272727276, 33.90409090909089]], [], [], [], [], [], [], []]"
0,4,1,3,"[[292.0, 10.0], [294.0, 478.0], [386.0, 727.0], [363.0, 856.0], [360.0, 930.0], [407.0, 1049.0], [112.0, 1097.0], [11.0, 1078.0], [0.0, 0.0], [292.0, 10.0]]","[[201.0, 201.0], [24.0, 201.0], [-51.0, 51.0], [124.0, 53.0], [201.0, 201.0]]","[[0.0, 0.0], [177.0, 0.0], [469.0, 10.0], [544.0, 160.0], [546.0, 628.0], [638.0, 877.0], [615.0, 1006.0], [612.0, 1080.0], [659.0, 1199.0], [364.0, 1247.0], [189.0, 1245.0], [88.0, 1226.0], [11.0, 1078.0]]","[1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1]","[[], [], [], [], [[-468.0, 2.000000000000029], [-249.0, 92.00000000000001]], [], [[-129.0, -22.999999999999993], [-74.0, -2.9999999999999956]], [[-74.0, -2.9999999999999956], [-119.0, 47.00000000000001]], [], [], [], [], []]"
0,4,2,0,"[[-10.0, 292.0], [-478.0, 294.0], [-727.0, 386.0], [-856.0, 363.0], [-930.0, 360.0], [-1049.0, 407.0], [-1097.0, 112.0], [-1078.0, 11.0], [0.0, 0.0], [-10.0, 292.0]]","[[0.0, 252.0], [0.0, 75.0], [150.0, 0.0], [148.0, 175.0], [0.0, 252.0]]","[[0.0, 0.0], [0.0, 177.0], [-10.0, 469.0], [-160.0, 544.0], [-628.0, 546.0], [-877.0, 638.0], [-1006.0, 615.0], [-1080.0, 612.0], [-1199.0, 659.0], [-1247.0, 364.0], [-1245.0, 189.0], [-1226.0, 88.0], [-1078.0, 11.0]]","[1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1]","[[], [], [], [], [[-2.000000000000029, -468.0], [-92.00000000000001, -249.0]], [], [[22.999999999999993, -129.0], [2.9999999999999956, -74.0]], [[2.9999999999999956, -74.0], [-47.00000000000001, -119.0]], [], [], [], [], []]"
0,4,2,1,"[[-10.0, 292.0], [-478.0, 294.0], [-727.0, 386.0], [-856.0, 363.0], [-930.0, 360.0], [-1049.0, 407.0], [-1097.0, 112.0], [-1078.0, 11.0], [0.0, 0.0], [-10.0, 292.0]]","[[-51.0, 51.0], [126.0, 51.0], [201.0, 201.0], [26.0, 199.0], [-51.0, 51.0]]","[[0.0, 0.0], [175.0, 2.0], [252.0, 150.0], [242.0, 442.0], [-226.0, 444.0], [-475.0, 536.0], [-652.0, 536.0], [-715.2686363636363, 524.7195454545455], [-797.0, 557.0], [-974.0, 557.0], [-1049.0, 407.0], [-1097.0, 112.0], [-1078.0, 11.0]]","[1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1]","[[], [], [], [], [[-2.000000000000029, -468.0], [-92.00000000000001, -249.0]], [], [], [[11.280454545454514, -63.26863636363635], [-32.280454545454525, -81.73136363636365]], [], [], [], [], []]"
0,4,2,2,"[[-10.0, 292.0], [-478.0, 294.0], [-727.0, 386.0], [-856.0, 363.0], [-930.0, 360.0], [-1049.0, 407.0], [-1097.0, 112.0], [-1078.0, 11.0], [0.0, 0.0], [-10.0, 292.0]]","[[150.0, 0.0], [150.0, 177.0], [0.0, 252.0], [2.0, 77.0], [150.0, 0.0]]","[[0.0, 0.0], [-2.0, 175.0], [-12.0, 467.0], [-160.0, 544.0], [-628.0, 546.0], [-877.0, 638.0], [-1006.0, 615.0], [-1080.0, 612.0], [-1199.0, 659.0], [-1247.0, 364.0], [-1247.0, 187.0], [-1228.0, 86.0], [-1078.0, 11.0]]","[1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1]","[[], [], [], [], [[-2.000000000000029, -468.0], [-92.00000000000001, -249.0]], [], [[22.999999999999993, -129.0], [2.9999999999999956, -74.0]], [[2.9999999999999956, -74.0], [-47.00000000000001, -119.0]], [], [], [], [], []]"
0,4,2,3,"[[-10.0, 292.0], [-478.0, 294.0], [-727.0, 386.0], [-856.0, 363.0], [-930.0, 360.0], [-1049.0, 407.0], [-1097.0, 112.0], [-1078.0, 11.0], [0.0, 0.0], [-10.0, 292.0]]","[[201.0, 201.0], [24.0, 201.0], [-51.0, 51.0], [124.0, 53.0], [201.0, 201.0]]","[[0.0, 0.0], [177.0, 0.0], [252.0, 150.0], [242.0, 442.0], [-226.0, 444.0], [-475.0, 536.0], [-650.0, 534.0], [-711.1577272727272, 523.0959090909091], [-797.0, 557.0], [-972.0, 555.0], [-1049.0, 407.0], [-1097.0, 112.0], [-1078.0, 11.0]]","[1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1]","[[], [], [], [], [[-2.000000000000029, -468.0], [-92.00000000000001, -249.0]], [], [], [[10.904090909090879, -61.15772727272724], [-33.90409090909089, -85.84227272727276]], [], [], [], [], []]"
0,4,3,0,"[[-180.0, 1087.0], [-182.0, 619.0], [-274.0, 370.0], [-251.0, 241.0], [-248.0, 167.0], [-295.0, 48.0], [0.0, 0.0], [101.0, 19.0], [112.0, 1097.0], [-180.0, 1087.0]]","[[0.0, 252.0], [0.0, 75.0], [150.0, 0.0], [148.0, 175.0], [0.0, 252.0]]","[[0.0, 0.0], [101.0, 19.0], [112.0, 1097.0], [112.0, 1274.0], [-38.0, 1349.0], [-330.0, 1339.0], [-332.0, 871.0], [-424.0, 622.0], [-422.0, 447.0], [-411.0959090909091, 385.84227272727276], [-445.0, 300.0], [-443.0, 124.99999999999997], [-295.0, 48.0]]","[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1]","[[], [], [], [], [], [], [[468.0, -2.000000000000029], [249.0, -92.00000000000001]], [], [], [[61.15772727272724, 10.904090909090879], [85.84227272727276, -33.90409090909089]], [], [], []]"
0,4,3,1,"[[-180.0, 1087.0], [-182.0, 619.0], [-274.0, 370.0], [-251.0, 241.0], [-248.0, 167.0], [-295.0, 48.0], [0.0, 0.0], [101.0, 19.0], [112.0, 1097.0], [-180.0, 1087.0]]","[[-51.0, 51.0], [126.0, 51.0], [201.0, 201.0], [26.0, 199.0], [-51.0, 51.0]]","[[0.0, 0.0], [175.0, 2.0], [276.0, 21.0], [353.0, 169.0], [364.0, 1247.0], [187.0, 1247.0], [-105.0, 1237.0], [-180.0, 1087.0], [-182.0, 619.0], [-274.0, 370.0], [-251.0, 241.0], [-248.0, 167.0], [-295.0, 48.0]]","[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1]","[[], [], [], [], [], [], [], [], [[468.0, -2.000000000000029], [249.0, -92.00000000000001]], [], [[129.0, 22.999999999999993], [74.0, 2.9999999999999956]], [[74.0, 2.9999999999999956], [119.0, -47.00000000000001]], []]"
0,4,3,2,"[[-180.0, 1087.0], [-182.0, 619.0], [-274.0, 370.0], [-251.0, 241.0], [-248.0, 167.0], [-295.0, 48.0], [0.0, 0.0], [101.0, 19.0], [112.0, 1097.0], [-180.0, 1087.0]]","[[150.0, 0.0], [150.0, 177.0], [0.0, 252.0], [2.0, 77.0], [150.0, 0.0]]","[[0.0, 0.0], [101.0, 19.0], [112.0, 1097.0], [110.0, 1272.0], [-38.0, 1349.0], [-330.0, 1339.0], [-332.0, 871.0], [-424.0, 622.0], [-424.0, 445.0], [-412.7195454545455, 381.73136363636365], [-445.0, 300.0], [-445.0, 122.99999999999997], [-295.0, 48.0]]","[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1]","[[], [], [], [], [], [], [[468.0, -2.000000000000029], [249.0, -92.00000000000001]], [], [], [[63.26863636363635, 11.280454545454514], [81.73136363636365, -32.280454545454525]], [], [], []]"
0,4,3,3,"[[-180.0, 1087.0], [-182.0, 619.0], [-274.0, 370.0], [-251.0, 241.0], [-248.0, 167.0], [-295.0, 48.0], [0.0, 0.0], [101.0, 19.0], [112.0, 1097.0], [-180.0, 1087.0]]","[[201.0, 201.0], [24.0, 201.0], [-51.0, 51.0], [124.0, 53.0], [201.0, 201.0]]","[[0.0, 0.0], [177.0, 0.0], [278.0, 19.0], [353.0, 169.0], [364.0, 1247.0], [189.0, 1245.0], [-103.0, 1235.0], [-180.0, 1087.0], [-182.0, 619.0], [-274.0, 370.0], [-251.0, 241.0], [-248.0, 167.0], [-295.0, 48.0]]","[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1]","[[], [], [], [], [], [], [], [], [[468.0, -2.000000000000029], [249.0, -92.00000000000001]], [], [[129.0, 22.999999999999993], [74.0, 2.9999999999999956]], [[74.0, 2.9999999999999956], [119.0, -47.00000000000001]], []]"
0,5,0,0,"[[-1039.0, 115.0], [-571.0, 113.0], [-322.0, 21.0], [-193.0, 44.0], [-119.0, 47.0], [0.0, 0.0], [48.0, 295.0], [29.0, 396.0], [-1049.0, 407.0], [-1039.0, 115.0]]","[[852.0, 412.0], [503.0, 414.0], [387.0, 451.0], [355.0, 505.0], [300.0, 451.0], [45.0, 325.0], [0.0, 221.0], [0.0, 154.0], [55.0, 53.0], [145.0, 16.0], [329.0, 25.0], [407.0, 35.0], [539.0, 38.0], [597.0, 51.0], [668.0, 20.0], [736.0, 0.0], [784.0, 3.0], [849.0, 194.0], [852.0, 412.0]]","[[0.0, 0.0], [55.0, 54.0], [310.0, 180.0], [355.0, 284.0], [403.0, 579.0], [403.0, 646.0], [384.0, 747.0], [329.0, 848.0], [239.0, 885.0], [-316.8858350951374, 890.6723044397463], [-352.0, 901.0], [-1430.0, 912.0], [-1478.0, 909.0], [-1543.0, 718.0], [-1546.0, 500.0], [-1536.0, 208.0], [-1187.0, 206.0], [-1071.0, 169.0], [-1039.0, 115.0], [-819.1638234879458, 114.0605291602049], [-819.0, 114.0], [-569.8420436570706, 112.5721607086365], [-322.0, 21.0], [-193.0, 44.0], [-119.0, 47.0]]","[1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0]","[[], [[-54.0, 55.0], [-125.99999999999999, 255.0]], [], [], [], [], [], [], [], [[-5.6723044397463465, -555.8858350951374], [-10.327695560253689, -35.114164904862605]], [], [], [], [], [], [], [[2.0000000000000213, 349.0], [37.00000000000001, 116.0]], [[37.00000000000001, 116.0], [54.0, 31.999999999999996]], [], [[0.9394708397951198, 219.83617651205418], [0.060529160204893635, 0.16382348794581958]], [], [[1.4278392913635127, 249.15795634292942], [91.57216070863652, 247.84204365707058]], [], [[-22.999999999999993, 129.0], [-2.9999999999999956, 74.0]], [[-2.9999999999999956, 74.0], [47.00000000000001, 119.0]]]"
0,5,0,1,"[[-1039.0, 115.0], [-571.0, 113.0], [-322.0, 21.0], [-193.0, 44.0], [-119.0, 47.0], [0.0, 0.0], [48.0, 295.0], [29.0, 396.0], [-1049.0, 407.0], [-1039.0, 115.0]]","[[266.5, 678.5], [264.5, 329.5], [227.5, 213.5], [173.5, 181.5], [227.5, 126.5], [353.5, -128.5], [457.5, -173.5], [524.5, -173.5], [625.5, -118.5], [662.5, -28.5], [653.5, 155.5], [643.5, 233.5], [640.5, 365.5], [627.5, 423.5], [658.5, 494.5], [678.5, 562.5], [675.5, 610.5], [484.5, 675.5], [266.5, 678.5]]","[[0.0, 0.0], [48.0, 295.0], [49.00819933979342, 470.93078479395166], [93.0, 497.0], [141.0, 792.0], [122.0, 893.0], [68.0, 948.0], [-58.0, 1203.0], [-162.0, 1248.0], [-1240.0, 1259.0], [-1307.0, 1259.0], [-1408.0, 1204.0], [-1445.0, 1114.0], [-1435.0, 822.0], [-1426.0, 638.0], [-1424.7468030690536, 628.2250639386189], [-1441.0, 591.0], [-1461.0, 523.0], [-1451.0, 231.0], [-1448.0, 182.99999999999994], [-1257.0, 118.0], [-1039.0, 115.0], [-798.5888904553788, 113.97260209596315], [-731.0, 88.99999999999994], [-540.0, 24.0], [-322.0, 21.0], [-288.46282673344814, 26.979496008765057], [-218.0, 3.0]]","[1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1]","[[], [], [[-175.93078479395166, 1.0081993397934321], [-26.069215206048337, 43.99180066020658]], [], [], [], [[-55.0, -54.0], [-255.0, -125.99999999999999]], [], [], [], [], [], [], [], [], [[9.77493606138114, 1.2531969309463868], [37.22506393861886, -16.25319693094639]], [], [], [], [], [], [], [[1.0273979040368606, 240.41110954462124], [24.972602095963214, 67.58889045537876]], [], [], [], [[-5.9794960087650555, 33.53717326655186], [23.97949600876506, 70.46282673344814]], []]"
0,5,0,2,"[[-1039.0, 115.0], [-571.0, 113.0], [-322.0, 21.0], [-193.0, 44.0], [-119.0, 47.0], [0.0, 0.0], [48.0, 295.0], [29.0, 396.0], [-1049.0, 407.0], [-1039.0, 115.0]]","[[0.0, 93.0], [349.0, 91.0], [465.0, 54.0], [497.0, 0.0], [552.0, 54.0], [807.0, 180.0], [852.0, 284.0], [852.0, 351.0], [797.0, 452.0], [707.0, 489.0], [523.0, 480.0], [445.0, 470.0], [313.0, 467.0], [255.0, 454.0], [184.0, 485.0], [116.0, 505.0], [68.0, 502.0], [3.0, 311.0], [0.0, 93.0]]","[[0.0, 0.0], [48.0, 3.0], [113.0, 194.0], [161.0, 489.0], [164.0, 707.0], [145.0, 808.0], [-209.05641025641023, 811.6128205128205], [-320.0, 847.0], [-352.0, 901.0], [-1430.0, 912.0], [-1485.0, 858.0], [-1740.0, 732.0], [-1785.0, 628.0], [-1785.0, 561.0], [-1775.0, 269.0], [-1720.0, 168.0], [-1630.0, 131.0], [-1162.0, 129.0], [-913.0, 37.0], [-729.0, 46.0], [-682.1614497528831, 52.00494233937397], [-591.0, 16.0], [-407.0, 25.0], [-357.275, 31.375], [-322.0, 21.0], [-274.0, 24.0], [-152.65171102661597, 45.63574144486692], [-134.74550195567144, 46.361668839634945], [-67.99999999999999, 20.000000000000004]]","[1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1]","[[], [], [], [], [], [], [[-3.6128205128204844, -354.05641025641023], [-35.387179487179544, -110.94358974358977]], [[-35.387179487179544, -110.94358974358977], [-54.0, -31.999999999999996]], [], [], [[54.0, -55.0], [125.99999999999999, -255.0]], [], [], [], [], [], [], [[2.000000000000029, 468.0], [92.00000000000001, 249.0]], [], [], [[-6.004942339373966, 46.83855024711693], [36.004942339373976, 91.16144975288307]], [], [], [[-6.374999999999997, 49.72500000000002], [10.375000000000002, 35.27499999999998]], [], [], [[-21.635741444866916, 121.34828897338403], [-0.7259273947680203, 17.906209070944527]], [[-0.7259273947680203, 17.906209070944527], [26.361668839634945, 66.74550195567146]], []]"
0,5,0,3,"[[-1039.0, 115.0], [-571.0, 113.0], [-322.0, 21.0], [-193.0, 44.0], [-119.0, 47.0], [0.0, 0.0], [48.0, 295.0], [29.0, 396.0], [-1049.0, 407.0], [-1039.0, 115.0]]","[[585.5, -173.5], [587.5, 175.5], [624.5, 291.5], [678.5, 323.5], [624.5, 378.5], [498.5, 633.5], [394.5, 678.5], [327.5, 678.5], [226.5, 623.5], [189.5, 533.5], [198.5, 349.5], [208.5, 271.5], [211.5, 139.5], [224.5, 81.5], [193.5, 10.5], [173.5, -57.5], [176.5, -105.5], [367.5, -170.5], [585.5, -173.5]]","[[0.0, 0.0], [67.0, 0.0], [168.0, 55.0], [205.0, 145.0], [253.0, 440.0], [244.0, 624.0], [234.0, 702.0], [231.72870793518902, 801.9368508516826], [269.0, 1031.0], [266.0, 1079.0], [247.0, 1180.0], [56.0, 1245.0], [-162.0, 1248.0], [-1240.0, 1259.0], [-1242.0, 910.0], [-1279.0, 794.0], [-1333.0, 762.0], [-1323.0, 470.0], [-1269.0, 415.0], [-1143.0, 160.0], [-1039.0, 115.0], [-571.0, 113.0], [-322.0, 21.0], [-255.0, 21.0], [-126.0, 44.0], [-112.76297262059974, 44.53663624511082]]","[1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0]","[[], [], [], [], [], [], [[-78.0, -9.999999999999995], [-99.9368508516826, -2.2712920648109725]], [[-99.9368508516826, -2.2712920648109725], [-229.0631491483174, 37.27129206481099]], [], [], [], [], [], [], [[349.0, -2.0000000000000213], [116.0, -37.00000000000001]], [[116.0, -37.00000000000001], [31.999999999999996, -54.0]], [], [], [[55.0, 54.0], [255.0, 125.99999999999999]], [], [], [[2.000000000000029, 468.0], [92.00000000000001, 249.0]], [], [], [[-22.999999999999993, 129.0], [-0.5366362451108194, 13.23702737940026]], [[-0.5366362451108194, 13.23702737940026], [44.53663624511083, 112.76297262059974]]]"
0,5,1,0,"[[292.0, 10.0], [294.0, 478.0], [386.0, 727.0], [363.0, 856.0], [360.0, 930.0], [407.0, 1049.0], [112.0, 1097.0], [11.0, 1078.0], [0.0, 0.0], [292.0, 10.0]]","[[852.0, 412.0], [503.0, 414.0], [387.0, 451.0], [355.0, 505.0], [300.0, 451.0], [45.0, 325.0], [0.0, 221.0], [0.0, 154.0], [55.0, 53.0], [145.0, 16.0], [329.0, 25.0], [407.0, 35.0], [539.0, 38.0], [597.0, 51.0], [668.0, 20.0], [736.0, 0.0], [784.0, 3.0], [849.0, 194.0], [852.0, 412.0]]","[[0.0, 0.0], [292.0, 10.0], [347.0, 64.0], [602.0, 190.0], [647.0, 294.0], [649.0, 762.0], [741.0, 1011.0], [741.0, 1078.0], [718.0, 1207.0], [717.4633637548892, 1220.2370273794004], [762.0, 1333.0], [762.0, 1400.0], [707.0, 1501.0], [617.0, 1538.0], [322.0, 1586.0], [138.0, 1577.0], [60.0, 1567.0], [-39.93685085168261, 1564.728707935189], [-269.0, 1602.0], [-317.0, 1599.0], [-418.0, 1580.0], [-483.0, 1389.0], [-486.0, 1171.0], [-497.0, 93.0], [-148.0, 91.0], [-32.0, 54.0]]","[1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0]","[[], [], [[-54.0, 55.0], [-125.99999999999999, 255.0]], [], [], [[-468.0, 2.000000000000029], [-249.0, 92.00000000000001]], [], [], [[-129.0, -22.999999999999993], [-13.237027379400388, -0.5366362451107981]], [[-13.237027379400388, -0.5366362451107981], [-112.76297262059961, 44.536636245110806]], [], [], [], [], [], [], [[9.999999999999995, -78.0], [2.271292064810944, -99.9368508516826]], [[2.271292064810944, -99.9368508516826], [-37.271292064810964, -229.0631491483174]], [], [], [], [], [], [], [[2.0000000000000213, 349.0], [37.00000000000001, 116.0]], [[37.00000000000001, 116.0], [54.0, 31.999999999999996]]]"
0,5,1,1,"[[292.0, 10.0], [294.0, 478.0], [386.0, 727.0], [363.0, 856.0], [360.0, 930.0], [407.0, 1049.0], [112.0, 1097.0], [11.0, 1078.0], [0.0, 0.0], [292.0, 10.0]]","[[266.5, 678.5], [264.5, 329.5], [227.5, 213.5], [173.5, 181.5], [227.5, 126.5], [353.5, -128.5], [457.5, -173.5], [524.5, -173.5], [625.5, -118.5], [662.5, -28.5], [653.5, 155.5], [643.5, 233.5], [640.5, 365.5], [627.5, 423.5], [658.5, 494.5], [678.5, 562.5], [675.5, 610.5], [484.5, 675.5], [266.5, 678.5]]","[[2.842170943040401e-14, 0.0], [292.0, 10.0], [294.0, 359.0], [331.0, 475.0], [385.0, 507.0], [385.9394708397951, 726.8361765120542], [386.0, 727.0], [387.4278392913635, 976.1579563429294], [479.0, 1224.0], [456.0, 1353.0], [453.0, 1427.0], [500.0, 1546.0], [446.0, 1601.0], [320.0, 1856.0], [216.0, 1901.0], [-79.0, 1949.0], [-146.0, 1949.0], [-247.0, 1930.0], [-348.0, 1875.0], [-385.0, 1785.0], [-390.6723044397463, 1229.1141649048625], [-401.0, 1194.0], [-412.0, 116.0], [-409.0, 68.0], [-218.0, 3.0]]","[1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1]","[[], [], [[-349.0, 2.0000000000000213], [-116.0, 37.00000000000001]], [[-116.0, 37.00000000000001], [-31.999999999999996, 54.0]], [], [[-219.83617651205418, 0.9394708397951056], [-0.16382348794581958, 0.060529160204907846]], [], [[-249.15795634292942, 1.427839291363527], [-247.84204365707058, 91.5721607086365]], [], [[-129.0, -22.999999999999993], [-74.0, -2.9999999999999956]], [[-74.0, -2.9999999999999956], [-119.0, 47.00000000000001]], [], [[-55.0, -54.0], [-255.0, -125.99999999999999]], [], [], [], [], [], [], [], [[555.8858350951375, -5.6723044397463465], [35.11416490486249, -10.327695560253689]], [], [], [], []]"
